term,cur,prev,diff,ma7,z_like,total
갤럭시,19,2,17,4.429,4.694,79
구글,14,2,12,3.143,3.916,55
알파벳,10,0,10,1.571,3.74,12
lcd,8,0,8,1.857,2.6,53
스마트폰,11,5,6,4.143,2.259,95
애플,14,4,10,6.143,2.259,156
레노버,17,0,17,9.857,1.725,110
amd,6,1,5,2.143,1.565,34
lg디스플레이,8,0,8,4.857,0.981,139
아이폰,4,1,3,1.857,0.907,80
삼성전자,26,8,18,21.0,0.896,556
sk하이닉스,3,1,2,1.286,0.803,35
올레드,6,15,-9,3.857,0.723,43
미디어텍,1,0,1,0.143,0.622,2
카카오,1,0,1,0.143,0.622,15
노트북,9,7,2,6.857,0.592,106
xr,3,4,-1,1.857,0.484,61
galaxy,1,0,1,0.286,0.465,3
오포,1,0,1,0.286,0.465,5
태블릿,1,0,1,0.286,0.465,7
롤러블,1,0,1,0.571,0.244,4
tsmc,1,1,0,0.714,0.155,13
메타,1,0,1,0.857,0.074,12
폴더블,4,1,3,4.0,0.0,85
고성능,1,0,1,1.0,0.0,18
인텔,3,3,0,3.0,0.0,33
디스플레이,10,22,-12,11.0,-0.232,265
tv,12,11,1,13.143,-0.247,380
kaist,2,18,-16,2.857,-0.319,26
엔비디아,5,1,4,6.143,-0.329,81
lg전자,14,27,-13,16.0,-0.4,370
oled,17,31,-14,19.714,-0.499,479
hp,2,19,-17,4.0,-0.667,59
모바일,1,1,0,2.857,-0.69,82
퀄컴,1,1,0,3.143,-0.773,32
모니터,3,5,-2,7.0,-1.097,208
기아,3,7,-4,7.429,-1.189,61
삼성디스플레이,1,11,-10,7.0,-1.646,173
