org,topic,base_score,topic_share,company_focus,hybrid_score
ASUS,0,2.1087,0.0075,0.8321,2.1087
ASUS,1,1.4058,0.0056,0.5547,1.4058
AUO,1,3.5145,0.0141,0.8575,3.5145
AUO,0,2.1087,0.0075,0.5145,2.1087
BMW,0,2.1087,0.0075,0.8321,2.1087
BMW,1,1.4058,0.0056,0.5547,1.4058
BOE,1,13.3552,0.0535,0.8051,13.3552
BOE,0,9.8406,0.0351,0.5932,9.8406
BYD,0,1.4058,0.0050,0.7071,1.4058
BYD,1,1.4058,0.0056,0.7071,1.4058
CES,0,2.8116,0.0100,0.7071,2.8116
CES,1,2.8116,0.0113,0.7071,2.8116
CSOT,1,9.1377,0.0366,0.7348,9.1377
CSOT,0,8.4348,0.0301,0.6783,8.4348
Dell,0,2.1087,0.0075,0.8321,2.1087
Dell,1,1.4058,0.0056,0.5547,1.4058
HMI,0,0.7029,0.0025,0.7071,0.7029
HMI,1,0.7029,0.0028,0.7071,0.7029
HP,0,2.1087,0.0075,0.8321,2.1087
HP,1,1.4058,0.0056,0.5547,1.4058
Harman,0,5.6232,0.0201,0.7526,5.6232
Harman,1,4.9203,0.0197,0.6585,4.9203
Innolux,1,2.1087,0.0085,0.9487,2.1087
Innolux,0,0.7029,0.0025,0.3162,0.7029
IoT,0,11.9494,0.0426,0.8838,11.9494
IoT,1,6.3261,0.0254,0.4679,6.3261
JDI,0,1.4058,0.0050,0.7071,1.4058
JDI,1,1.4058,0.0056,0.7071,1.4058
KAIST,1,2.8116,0.0113,0.8000,2.8116
KAIST,0,2.1087,0.0075,0.6000,2.1087
LG디스플레이,0,26.0074,0.0927,0.7463,26.0074
LG디스플레이,1,23.1958,0.0930,0.6656,23.1958
LG전자,0,26.7103,0.0952,0.8654,26.7103
LG전자,1,15.4639,0.0620,0.5010,15.4639
LG화학,0,14.0581,0.0501,0.8762,14.0581
LG화학,1,7.7319,0.0310,0.4819,7.7319
SK하이닉스,0,4.2174,0.0150,0.7071,4.2174
SK하이닉스,1,4.2174,0.0169,0.7071,4.2174
TCL,0,1.4058,0.0050,0.8944,1.4058
TCL,1,0.7029,0.0028,0.4472,0.7029
TSMC,1,11.2465,0.0451,0.7295,11.2465
TSMC,0,10.5436,0.0376,0.6839,10.5436
Tianma,1,4.2174,0.0169,0.8944,4.2174
Tianma,0,2.1087,0.0075,0.4472,2.1087
UDC,0,2.1087,0.0075,0.8321,2.1087
UDC,1,1.4058,0.0056,0.5547,1.4058
Visionox,1,2.1087,0.0085,0.8321,2.1087
Visionox,0,1.4058,0.0050,0.5547,1.4058
구글,0,2.8116,0.0100,0.7071,2.8116
구글,1,2.8116,0.0113,0.7071,2.8116
기아,0,9.1377,0.0326,0.7071,10.7314
기아,1,9.1377,0.0366,0.7071,10.7314
네이버,0,8.4348,0.0301,0.8000,8.4348
네이버,1,6.3261,0.0254,0.6000,6.3261
니오,0,1.4058,0.0050,0.7071,1.4058
니오,1,1.4058,0.0056,0.7071,1.4058
레노버,1,1.4058,0.0056,0.8944,1.4058
레노버,0,0.7029,0.0025,0.4472,0.7029
메타,0,2.8116,0.0100,0.7071,3.3020
메타,1,2.8116,0.0113,0.7071,3.3020
미디어텍,0,1.4058,0.0050,0.7071,1.4058
미디어텍,1,1.4058,0.0056,0.7071,1.4058
벤츠,0,2.1087,0.0075,0.8321,2.4765
벤츠,1,1.4058,0.0056,0.5547,1.6510
삼성디스플레이,0,9.8406,0.0351,0.7071,9.8406
삼성디스플레이,1,9.8406,0.0394,0.7071,9.8406
삼성전자,0,35.1452,0.1253,0.7657,43.6433
삼성전자,1,29.5219,0.1183,0.6432,36.6603
샤오미,0,3.5145,0.0125,0.7809,3.5145
샤오미,1,2.8116,0.0113,0.6247,2.8116
샤프,1,2.1087,0.0085,0.9487,2.1087
샤프,0,0.7029,0.0025,0.3162,0.7029
선익시스템,1,2.1087,0.0085,0.8321,2.1087
선익시스템,0,1.4058,0.0050,0.5547,1.4058
소니,0,2.1087,0.0075,0.8321,2.1087
소니,1,1.4058,0.0056,0.5547,1.4058
애플,0,11.9494,0.0426,0.7071,12.5468
애플,1,11.9494,0.0479,0.7071,12.5468
엔비디아,0,3.5145,0.0125,0.7809,3.5145
엔비디아,1,2.8116,0.0113,0.6247,2.8116
오포,0,2.8116,0.0100,0.8944,2.8116
오포,1,1.4058,0.0056,0.4472,1.4058
카카오,1,2.1087,0.0085,0.8321,2.1087
카카오,0,1.4058,0.0050,0.5547,1.4058
퀄컴,0,4.9203,0.0175,0.7071,4.9203
퀄컴,1,4.9203,0.0197,0.7071,4.9203
폭스바겐,0,2.8116,0.0100,0.7071,2.8116
폭스바겐,1,2.8116,0.0113,0.7071,2.8116
하이센스,1,0.7029,0.0028,1.0000,0.7029
한미반도체,1,2.1087,0.0085,0.8321,2.1087
한미반도체,0,1.4058,0.0050,0.5547,1.4058
한화,0,9.1377,0.0326,0.8805,9.1377
한화,1,4.9203,0.0197,0.4741,4.9203
한화시스템,1,2.1087,0.0085,0.8321,2.1087
한화시스템,0,1.4058,0.0050,0.5547,1.4058
현대모비스,0,2.8116,0.0100,0.7071,2.8116
현대모비스,1,2.8116,0.0113,0.7071,2.8116
현대차,0,11.9494,0.0426,0.7071,11.9494
현대차,1,11.9494,0.0479,0.7071,11.9494
화웨이,0,0.7029,0.0025,1.0000,0.7029
