term,cur,prev,diff,ma7,z_like,total
ar,3,1,2,0.714,1.239,19
현대모비스,3,2,1,1.571,0.634,24
vr,1,0,1,0.143,0.622,3
샤오미,1,0,1,0.143,0.622,7
nvidia,2,3,-1,0.857,0.593,6
갤럭시북,1,1,0,0.286,0.465,2
모니터,3,7,-4,2.143,0.348,51
구글,2,0,2,1.571,0.19,33
엔비디아,17,45,-28,16.143,0.171,121
태블릿,1,0,1,0.714,0.155,17
메타,1,1,0,0.857,0.074,9
고성능,1,0,1,1.0,0.0,22
amd,2,8,-6,2.0,0.0,37
현대차,2,8,-6,2.714,-0.27,37
sk하이닉스,1,4,-3,2.0,-0.414,40
갤럭시,2,0,2,3.286,-0.457,62
스마트폰,1,4,-3,2.429,-0.558,44
tv,5,10,-5,7.286,-0.618,108
애플,4,17,-13,6.429,-0.687,174
노트북,1,9,-8,3.286,-0.813,35
인텔,1,0,1,4.714,-1.171,39
xr,1,4,-3,5.0,-1.236,100
lg전자,1,38,-37,9.857,-2.14,160
삼성전자,4,34,-30,24.571,-3.453,407
