term,cur,prev,diff,ma7,z_like,total
디스플레이,14,4,10,5.714,2.444,174
구글,8,5,3,2.571,2.085,87
xr,10,3,7,3.857,2.073,110
인텔,4,0,4,0.714,1.781,29
lg디스플레이,5,2,3,2.143,1.16,134
삼성전자,27,42,-15,21.286,1.018,506
ar,2,0,2,0.571,0.814,46
asus,1,0,1,0.143,0.622,22
픽셀,1,0,1,0.143,0.622,6
모니터,5,1,4,3.286,0.609,186
메타,3,1,2,1.714,0.557,33
vr,1,0,1,0.286,0.465,40
고해상도,1,0,1,0.286,0.465,4
퀄컴,1,0,1,0.286,0.465,45
샤오미,1,0,1,0.429,0.345,17
서피스,1,0,1,0.429,0.345,3
byd,1,2,-1,0.571,0.244,8
모바일,2,6,-4,1.571,0.19,70
갤럭시,2,1,1,2.0,0.0,94
lcd,1,0,1,1.143,-0.069,35
공급망,1,1,0,1.286,-0.134,28
sk하이닉스,1,3,-2,1.714,-0.309,83
hp,1,0,1,1.857,-0.363,22
양산,1,4,-3,1.857,-0.363,91
tsmc,1,6,-5,1.857,-0.363,17
아이폰,2,2,0,3.429,-0.501,136
삼성디스플레이,2,19,-17,3.429,-0.501,109
애플,4,7,-3,7.0,-0.823,265
노트북,2,2,0,4.714,-0.856,149
폴더블,2,6,-4,5.571,-1.063,151
lg전자,1,1,0,6.143,-1.478,276
엔비디아,1,10,-9,6.714,-1.591,101
oled,3,17,-14,9.571,-1.605,319
tv,8,48,-40,22.571,-2.534,431
