term,cur,prev,diff,ma7,z_like,total
사이니지,8,0,8,1.143,3.314,9
kaist,2,0,2,0.286,1.117,21
딥엑스,2,0,2,0.286,1.117,2
벤츠,2,1,1,0.429,0.95,28
양산,2,0,2,0.571,0.814,28
amoled,1,0,1,0.143,0.622,3
그램,1,0,1,0.143,0.622,3
필립스,1,0,1,0.143,0.622,4
삼성전자,6,3,3,4.143,0.612,390
amd,1,0,1,0.286,0.465,20
바이두,1,1,0,0.286,0.465,4
화웨이,1,0,1,0.429,0.345,43
boe,2,1,1,1.286,0.335,26
sk하이닉스,3,0,3,2.286,0.284,54
모니터,2,1,1,2.429,-0.168,161
hp,2,0,2,3.0,-0.366,40
tv,2,7,-5,3.286,-0.457,187
갤럭시,1,1,0,2.429,-0.558,117
xr,2,1,1,3.714,-0.586,86
디스플레이,3,5,-2,5.0,-0.618,178
노트북,2,1,1,3.857,-0.627,137
lcd,1,2,-1,2.857,-0.69,33
삼성디스플레이,1,1,0,3.571,-0.89,72
lg디스플레이,1,1,0,3.714,-0.927,68
아이폰,5,8,-3,9.429,-1.088,277
lg전자,2,4,-2,6.0,-1.16,283
애플,4,10,-6,8.714,-1.193,406
기아,1,0,1,5.0,-1.236,47
폴더블,4,6,-2,10.0,-1.442,298
oled,3,5,-2,9.857,-1.656,258
