term,cur,prev,diff,ma7,z_like,total
tv,7,5,2,4.429,0.828,189
갤럭시탭,1,0,1,0.143,0.622,1
바이두,1,0,1,0.143,0.622,3
비보,1,0,1,0.143,0.622,3
패드,1,0,1,0.143,0.622,2
tsmc,2,3,-1,1.0,0.5,13
픽셀,1,0,1,0.286,0.465,2
byd,1,0,1,0.429,0.345,16
폭스바겐,1,0,1,0.429,0.345,6
csot,1,1,0,0.429,0.345,5
벤츠,1,0,1,0.571,0.244,31
태블릿,1,0,1,0.571,0.244,11
샤오미,1,2,-1,0.571,0.244,48
인텔,1,0,1,1.0,0.0,27
boe,1,1,0,1.0,0.0,24
애플,10,8,2,10.286,-0.068,415
디스플레이,5,4,1,5.286,-0.087,185
스마트폰,4,3,1,4.286,-0.093,99
고효율,1,0,1,1.429,-0.195,21
ar,1,1,0,1.571,-0.254,47
lcd,2,2,0,2.714,-0.27,33
삼성전자,3,5,-2,3.857,-0.289,402
구글,1,0,1,1.714,-0.309,54
아이폰,8,20,-12,9.571,-0.384,275
엔비디아,2,2,0,3.286,-0.457,171
공급망,1,1,0,2.429,-0.558,58
모니터,1,1,0,2.429,-0.558,165
갤럭시,1,3,-2,3.0,-0.732,119
lg전자,4,5,-1,6.857,-0.79,295
xr,1,3,-2,3.571,-0.89,89
삼성디스플레이,1,3,-2,3.571,-0.89,82
노트북,1,0,1,4.143,-1.035,137
폴더블,6,11,-5,11.0,-1.158,300
lg디스플레이,1,0,1,5.0,-1.236,68
oled,5,3,2,10.286,-1.256,261
