title,url
[이자Car야] 세련된 외모는 ‘덤’…쏟아지는 ‘가성비 전기차’,https://www.dt.co.kr/article/12023620?ref=naver
[기업기상도] 가을걷이 풍성한 기업 vs 가을비에 젖은 기업,http://www.yonhapnewstv.co.kr/MYH20251018154613VwJ
"“노트북·모니터 OLED 광풍 분다”…삼성·LGD, OLED 새 활로 찾았다",https://www.ceoscoredaily.com/page/view/2025101716384446299
