keyword,score
애플,0.9909172106035575
패널,0.9549796177555461
삼성,0.8525961557537219
디스플레이,0.7296267506437891
폴더블,0.6685216018453263
반도체,0.6489365274360023
원익,0.6318535971814842
중국,0.6191415892049421
있습니다,0.6005811897320493
장비,0.5422399097245917
구독,0.4146782507896191
아이폰,0.40246320479874126
할인,0.3864846829008789
토이저러스,0.37637957469177635
생산,0.3673318364298212
프리미엄,0.33999873815692183
미국,0.3321130382356722
총재,0.33118247658318567
데이,0.33065549476346556
경쟁,0.3222294306692002
