term,cur,prev,diff,total,ma7,z_like
사이니지,8,0,8,9,1.143,3.314
삼성전자,6,3,3,390,4.143,0.612
아이폰,5,8,-3,277,9.429,-1.088
애플,4,10,-6,406,8.714,-1.193
폴더블,4,6,-2,298,10.0,-1.442
sk하이닉스,3,0,3,54,2.286,0.284
디스플레이,3,5,-2,178,5.0,-0.618
oled,3,5,-2,258,9.857,-1.656
kaist,2,0,2,21,0.286,1.117
딥엑스,2,0,2,2,0.286,1.117
벤츠,2,1,1,28,0.429,0.95
양산,2,0,2,28,0.571,0.814
boe,2,1,1,26,1.286,0.335
모니터,2,1,1,161,2.429,-0.168
hp,2,0,2,40,3.0,-0.366
tv,2,7,-5,187,3.286,-0.457
xr,2,1,1,86,3.714,-0.586
노트북,2,1,1,137,3.857,-0.627
lg전자,2,4,-2,283,6.0,-1.16
필립스,1,0,1,4,0.143,0.622
amoled,1,0,1,3,0.143,0.622
그램,1,0,1,3,0.143,0.622
amd,1,0,1,20,0.286,0.465
바이두,1,1,0,4,0.286,0.465
화웨이,1,0,1,43,0.429,0.345
갤럭시,1,1,0,117,2.429,-0.558
lcd,1,2,-1,33,2.857,-0.69
삼성디스플레이,1,1,0,72,3.571,-0.89
lg디스플레이,1,1,0,68,3.714,-0.927
기아,1,0,1,47,5.0,-1.236
