term,cur,prev,diff,ma7,z_like,total
레노버,19,0,19,3.429,5.461,77
ar,11,0,11,3.286,2.743,69
갤럭시,9,1,8,3.286,2.032,243
fhd,3,0,3,0.429,1.554,3
스마트폰,7,4,3,3.286,1.321,97
fmm,3,2,1,0.857,1.113,8
sk하이닉스,5,2,3,2.286,1.081,94
구글,5,2,3,2.286,1.081,95
asus,2,0,2,0.429,0.95,13
hp,2,1,1,0.429,0.95,44
텐센트,3,6,-3,1.286,0.803,10
boe,1,0,1,0.143,0.622,15
galaxy,1,0,1,0.143,0.622,3
jusung,1,0,1,0.143,0.622,1
merck,1,0,1,0.143,0.622,2
에어팟,1,0,1,0.143,0.622,5
오포,1,0,1,0.143,0.622,1
주사율,1,0,1,0.143,0.622,1
모바일,2,0,2,0.857,0.593,22
맥북,1,0,1,0.286,0.465,16
소니,1,0,1,0.286,0.465,12
화웨이,1,0,1,0.286,0.465,14
lg디스플레이,4,6,-2,3.286,0.254,158
샤오미,1,0,1,0.571,0.244,14
인텔,1,0,1,0.571,0.244,33
픽셀,1,0,1,0.571,0.244,15
노트북,3,1,2,2.429,0.223,85
4k,1,1,0,0.714,0.155,6
xr,3,3,0,2.714,0.108,64
퀄컴,1,0,1,0.857,0.074,37
애플,7,4,3,8.0,-0.261,289
tv,9,8,1,10.143,-0.273,198
lg전자,7,10,-3,8.571,-0.4,268
삼성디스플레이,1,11,-10,2.143,-0.464,49
디스플레이,6,22,-16,8.143,-0.556,232
lcd,1,1,0,2.571,-0.604,36
tcl,1,1,0,2.571,-0.604,21
아이폰,1,2,-1,2.714,-0.648,76
폴더블,5,32,-27,7.714,-0.719,241
oled,12,66,-54,16.571,-0.902,373
삼성전자,13,20,-7,19.143,-1.143,367
엔비디아,3,17,-14,7.286,-1.159,111
