cluster_id,keywords
0,인프라
1,"게임, 미국, 환경, 점유율, 회사, 지난달, 그룹, 자회사, 본부, 민국, 계획, 팬들, 시간, 기회, 인기, 예정, 마이크, 정보, 차량용"
2,중국
3,효율
4,"구글, 무대, 아트, 스튜디오"
5,"소재, 벤츠, 폴더블, 증가, 공식, 고휘도, 공간, 비치, 확장, 플래그십, 분석, 철강, 전환, 신제품, 고성능, 신규, 현대모비스, 솔루션, 패널, 고해상도, 비전, 디스플레이, 시스템, 경험, 스타, 전망, 연결, 체계, 특별, 가운데, 대규모, 자체, 품질, 비롯해, 달러, 실시간, 기아, 자동, 효과"
6,"생산, 수출, 무역, 공장, 개발"
7,"애플, 스마트폰, 모니터, 반도체, 갤럭시, 카메라, 배터리"
