term,cur,prev,diff,ma7,z_like,total,date
갤럭시,3,3,0,4.286,-0.419,84,2025-12-08
애플,5,2,3,6.571,-0.441,208,2025-12-08
인텔,1,1,0,2.286,-0.512,58,2025-12-08
노트북,3,1,2,5.429,-0.729,101,2025-12-08
디스플레이,1,1,0,3.429,-0.852,179,2025-12-08
폴더블,1,6,-5,4.429,-1.104,107,2025-12-08
lg전자,3,13,-10,10.714,-1.805,224,2025-12-08
벤츠,26,0,26,3.857,7.471,141,2025-12-09
fhd,13,0,13,1.857,4.716,14,2025-12-09
모니터,18,0,18,4.0,4.667,93,2025-12-09
lg디스플레이,16,0,16,4.0,4.0,108,2025-12-09
레노버,18,0,18,5.857,3.55,103,2025-12-09
현대모비스,7,1,6,2.286,1.877,42,2025-12-09
oled,13,0,13,7.0,1.646,263,2025-12-09
디스플레이,8,1,7,3.857,1.398,185,2025-12-09
sk하이닉스,4,0,4,1.286,1.272,46,2025-12-09
tv,10,11,-1,6.857,0.869,214,2025-12-09
노키아,1,0,1,0.143,0.622,2,2025-12-09
엘지디스플레이,1,0,1,0.143,0.622,1,2025-12-09
주사율,1,0,1,0.143,0.622,3,2025-12-09
해상도,1,0,1,0.143,0.622,3,2025-12-09
boe,2,0,2,0.857,0.593,33,2025-12-09
애플,9,5,4,6.857,0.592,212,2025-12-09
메타,4,2,2,2.714,0.486,29,2025-12-09
엔비디아,3,2,1,1.857,0.484,133,2025-12-09
amd,1,0,1,0.286,0.465,10,2025-12-09
hp,1,0,1,0.286,0.465,22,2025-12-09
알파벳,1,0,1,0.286,0.465,11,2025-12-09
스마트폰,3,2,1,2.0,0.414,79,2025-12-09
구글,3,4,-1,2.286,0.284,52,2025-12-09
삼성전자,12,24,-12,10.857,0.266,370,2025-12-09
고성능,2,0,2,1.429,0.26,24,2025-12-09
아이폰,2,0,2,1.429,0.26,67,2025-12-09
화웨이,1,0,1,0.571,0.244,14,2025-12-09
카카오,1,0,1,0.714,0.155,9,2025-12-09
양산,1,0,1,1.0,0.0,28,2025-12-09
asus,1,0,1,1.143,-0.069,25,2025-12-09
태블릿,1,0,1,1.429,-0.195,23,2025-12-09
모바일,1,1,0,1.714,-0.309,46,2025-12-09
폴더블,3,1,2,4.286,-0.419,108,2025-12-09
xr,1,5,-4,3.286,-0.813,107,2025-12-09
삼성디스플레이,1,0,1,3.571,-0.89,143,2025-12-09
노트북,2,3,-1,5.286,-0.996,101,2025-12-09
lg전자,2,3,-1,9.857,-1.898,222,2025-12-09
스마트폰,15,3,12,3.571,3.955,85,2025-12-10
구글,14,3,11,4.0,3.333,65,2025-12-10
현대모비스,13,7,6,4.143,2.918,52,2025-12-10
oled,20,13,7,9.286,2.647,282,2025-12-10
디스플레이,9,8,1,4.429,1.473,191,2025-12-10
올레드,3,0,3,0.714,1.239,21,2025-12-10
롤러블,2,0,2,0.286,1.117,4,2025-12-10
8k,2,0,2,0.429,0.95,5,2025-12-10
vr,2,0,2,0.571,0.814,15,2025-12-10
갤럭시,5,0,5,2.857,0.797,78,2025-12-10
lcd,2,0,2,0.714,0.697,23,2025-12-10
벤츠,7,26,-19,4.857,0.669,148,2025-12-10
생산량,1,0,1,0.143,0.622,3,2025-12-10
시야각,1,0,1,0.143,0.622,1,2025-12-10
엔비디아,4,3,1,2.429,0.614,134,2025-12-10
양산,2,1,1,1.0,0.5,28,2025-12-10
엘지디스플레이,1,1,0,0.286,0.465,2,2025-12-10
삼성전자,12,12,0,10.571,0.336,377,2025-12-10
애플,8,9,-1,6.857,0.316,213,2025-12-10
lg디스플레이,5,16,-11,4.143,0.282,111,2025-12-10
레노버,8,18,-10,7.0,0.274,110,2025-12-10
공급망,1,0,1,0.571,0.244,22,2025-12-10
4k,1,0,1,0.714,0.155,11,2025-12-10
boe,1,2,-1,0.714,0.155,34,2025-12-10
기아,4,0,4,4.0,0.0,58,2025-12-10
삼성디스플레이,4,1,3,4.0,0.0,146,2025-12-10
tsmc,1,0,1,1.0,0.0,18,2025-12-10
노트북,6,2,4,6.143,-0.041,105,2025-12-10
tv,6,10,-4,6.571,-0.16,204,2025-12-10
폴더블,3,3,0,3.571,-0.198,111,2025-12-10
xr,3,1,2,3.714,-0.244,107,2025-12-10
ar,1,0,1,1.571,-0.254,36,2025-12-10
인텔,1,0,1,1.857,-0.363,56,2025-12-10
메타,1,4,-3,2.857,-0.69,29,2025-12-10
모니터,1,18,-17,4.0,-1.0,93,2025-12-10
lg전자,3,2,1,8.429,-1.391,223,2025-12-10
맥북,12,0,12,1.714,4.454,15,2025-12-11
아이패드,12,0,12,1.857,4.293,23,2025-12-11
lg전자,24,3,21,10.143,3.311,244,2025-12-11
oled,22,20,2,11.429,2.413,296,2025-12-11
주사율,5,0,5,0.857,2.151,8,2025-12-11
모니터,12,1,11,5.286,2.035,103,2025-12-11
sk하이닉스,6,0,6,1.571,1.965,50,2025-12-11
lg디스플레이,11,5,6,5.286,1.732,120,2025-12-11
기아,11,4,7,5.571,1.615,69,2025-12-11
intel,2,0,2,0.286,1.117,2,2025-12-11
에릭슨,2,0,2,0.286,1.117,2,2025-12-11
샤오미,2,0,2,0.429,0.95,13,2025-12-11
갤럭시,5,5,0,2.857,0.797,81,2025-12-11
스마트폰,6,15,-9,4.0,0.667,84,2025-12-11
kaist,1,0,1,0.143,0.622,17,2025-12-11
tcl,1,0,1,0.143,0.622,11,2025-12-11
uhd,1,0,1,0.143,0.622,1,2025-12-11
woled,1,0,1,0.143,0.622,2,2025-12-11
불량률,1,0,1,0.143,0.622,2,2025-12-11
뷰소닉,1,0,1,0.143,0.622,3,2025-12-11
원익ips,1,0,1,0.143,0.622,2,2025-12-11
증착,1,0,1,0.143,0.622,2,2025-12-11
필립스,1,0,1,0.143,0.622,2,2025-12-11
한미반도체,1,0,1,0.143,0.622,5,2025-12-11
boe,2,1,1,0.857,0.593,35,2025-12-11
tsmc,2,1,1,0.857,0.593,19,2025-12-11
아이폰,2,0,2,1.0,0.5,65,2025-12-11
4k,2,1,1,1.0,0.5,13,2025-12-11
디스플레이,7,9,-2,5.429,0.472,195,2025-12-11
nvidia,1,0,1,0.286,0.465,10,2025-12-11
tv,8,6,2,6.714,0.358,204,2025-12-11
애플,8,8,0,6.714,0.358,217,2025-12-11
hp,1,0,1,0.429,0.345,21,2025-12-11
선익시스템,1,0,1,0.429,0.345,14,2025-12-11
카카오,1,0,1,0.429,0.345,10,2025-12-11
ar,2,1,1,1.286,0.335,37,2025-12-11
lcd,1,2,-1,0.571,0.244,23,2025-12-11
엔비디아,3,4,-1,2.429,0.223,116,2025-12-11
화웨이,1,0,1,0.714,0.155,15,2025-12-11
폴더블,3,3,0,3.143,-0.052,114,2025-12-11
고성능,1,0,1,1.571,-0.254,25,2025-12-11
인텔,1,1,0,1.857,-0.363,52,2025-12-11
삼성전자,8,12,-4,9.571,-0.384,379,2025-12-11
구글,3,14,-11,4.286,-0.419,67,2025-12-11
xr,2,3,-1,4.0,-0.667,106,2025-12-11
메타,1,1,0,3.0,-0.732,30,2025-12-11
현대모비스,2,13,-11,4.429,-0.782,54,2025-12-11
벤츠,2,7,-5,5.143,-0.962,150,2025-12-11
삼성디스플레이,1,4,-3,3.857,-0.964,146,2025-12-11
레노버,1,8,-7,5.0,-1.236,111,2025-12-11
노트북,1,6,-5,5.571,-1.36,98,2025-12-11
