term,cur,prev,diff,ma7,z_like,total
qled,30,0,30,4.286,8.375,34
tcl,32,1,31,5.143,8.219,87
tv,21,11,10,8.0,3.396,302
엔비디아,8,4,4,3.0,1.83,117
맥북,8,21,-13,5.857,0.627,64
비보북,1,0,1,0.143,0.622,1
생산능력,1,0,1,0.143,0.622,5
수율,1,0,1,0.143,0.622,6
아마존,1,0,1,0.143,0.622,17
퀀텀닷,1,0,1,0.143,0.622,1
고성능,2,3,-1,1.0,0.5,17
구글,3,1,2,1.857,0.484,62
양산,1,0,1,0.286,0.465,37
올레드,1,0,1,0.286,0.465,5
모바일,4,5,-1,2.857,0.425,47
sharp,1,0,1,0.429,0.345,10
애플,13,25,-12,11.571,0.325,222
asus,1,1,0,0.571,0.244,11
메타,1,1,0,0.571,0.244,20
vr,1,2,-1,0.571,0.244,18
lg전자,7,7,0,6.286,0.204,211
lcd,1,0,1,0.714,0.155,64
공급망,1,2,-1,0.714,0.155,19
ar,1,3,-2,0.714,0.155,36
xr,4,5,-1,3.571,0.148,90
하이센스,1,0,1,0.857,0.074,8
모니터,5,3,2,5.0,0.0,111
한미반도체,1,0,1,1.0,0.0,31
amd,1,1,0,1.143,-0.069,20
삼성디스플레이,2,0,2,2.714,-0.27,63
폴더블,1,2,-1,1.714,-0.309,52
노트북,3,8,-5,4.143,-0.377,111
스마트폰,4,7,-3,5.571,-0.468,94
hp,1,15,-14,2.857,-0.69,61
퀄컴,1,1,0,3.286,-0.813,36
레노버,1,8,-7,4.286,-1.07,49
디스플레이,4,13,-9,8.286,-1.105,237
샤오미,1,1,0,5.143,-1.268,40
삼성전자,8,11,-3,15.571,-1.531,396
갤럭시,2,4,-2,9.429,-1.825,227
oled,2,18,-16,13.571,-2.47,337
