date,topic_id,avg_sentiment,article_count
2025-10-16,0,0.4687,26
2025-10-16,1,0.4693,26
2025-10-16,2,0.4688,27
2025-10-16,3,0.4686,26
2025-10-16,4,0.4686,26
2025-10-16,5,0.4685,26
2025-10-16,6,0.4688,27
2025-10-16,7,0.4685,25
