term,cur,prev,diff,ma7,z_like,total
퀄컴,16,1,15,3.143,4.637,37
샤오미,8,0,8,1.571,2.853,16
모니터,17,23,-6,7.286,2.626,175
amd,6,1,5,1.714,1.856,29
tcl,4,0,4,0.714,1.781,27
레노버,8,0,8,3.286,1.676,56
lg전자,17,13,4,10.143,1.639,261
인텔,4,0,4,1.143,1.381,45
sharp,2,0,2,0.286,1.117,8
하이센스,2,0,2,0.286,1.117,7
디스플레이,10,16,-6,6.571,0.962,183
엔비디아,4,4,0,1.857,0.907,103
공급망,3,1,2,1.143,0.898,48
폴더블,4,1,3,2.0,0.828,58
dell,2,1,1,0.571,0.814,9
노트북,6,3,3,3.714,0.781,124
ar,2,0,2,0.714,0.697,27
고효율,1,0,1,0.143,0.622,3
아이패드,1,0,1,0.143,0.622,9
픽셀,1,0,1,0.143,0.622,3
tv,11,5,6,9.0,0.5,312
스마트워치,1,0,1,0.286,0.465,4
태블릿,1,0,1,0.286,0.465,17
현대모비스,1,1,0,0.286,0.465,9
sk온,1,0,1,0.571,0.244,5
xr,3,2,1,2.429,0.223,97
boe,1,0,1,0.714,0.155,23
화웨이,1,0,1,0.714,0.155,12
갤럭시,2,1,1,1.714,0.124,65
애플,3,2,1,3.143,-0.052,186
4k,3,17,-14,3.143,-0.052,39
아이폰,1,3,-2,1.429,-0.195,37
스마트폰,3,2,1,3.714,-0.244,94
lg디스플레이,1,16,-15,3.429,-0.852,77
올레드,1,0,1,3.571,-0.89,44
삼성전자,9,23,-14,14.714,-1.182,680
oled,8,44,-36,14.429,-1.34,303
