term,cur,prev,diff,ma7,z_like,total
폴더블,7,0,7,4.286,0.884,73
엔비디아,6,1,5,4.0,0.667,215
맥북,1,0,1,0.143,0.622,20
아이패드,1,0,1,0.143,0.622,3
잉크젯,1,0,1,0.143,0.622,4
스마트폰,4,2,2,2.857,0.425,78
csot,1,0,1,0.429,0.345,3
hp,1,0,1,0.571,0.244,21
공급망,2,0,2,1.714,0.124,42
양산,1,0,1,1.286,-0.134,47
애플,8,2,6,8.571,-0.145,174
노트북,3,1,2,3.429,-0.15,111
구글,1,0,1,1.429,-0.195,57
모바일,1,0,1,1.429,-0.195,25
sk하이닉스,2,2,0,2.714,-0.27,60
모니터,1,0,1,1.714,-0.309,92
인텔,1,0,1,1.714,-0.309,55
lg전자,8,7,1,10.0,-0.481,271
ar,1,0,1,2.429,-0.558,33
oled,3,0,3,4.857,-0.58,283
lg디스플레이,2,0,2,3.714,-0.586,92
디스플레이,3,0,3,5.714,-0.801,167
하이센스,1,0,1,5.714,-1.39,42
삼성전자,10,5,5,19.571,-1.765,430
tv,1,2,-1,11.571,-2.402,268
