term,cur,prev,diff,ma7,z_like,total
엔비디아,25,9,16,8.714,4.121,199
레노버,14,3,11,6.714,2.029,93
하이센스,4,0,4,0.571,1.953,11
아이폰,11,5,6,5.143,1.792,130
apple,3,0,3,0.429,1.554,8
구글,7,2,5,2.857,1.54,92
lg전자,23,22,1,15.714,1.468,331
올레드,2,0,2,0.286,1.117,11
아마존,3,0,3,0.857,1.113,14
맥북,3,1,2,0.857,1.113,19
tv,13,8,5,8.714,1.084,239
고효율,3,2,1,1.143,0.898,10
8k,1,0,1,0.143,0.622,2
고휘도,1,0,1,0.143,0.622,1
애플워치,1,0,1,0.143,0.622,6
올레드tv,1,0,1,0.143,0.622,1
필립스,1,0,1,0.143,0.622,2
폴더블,7,7,0,5.571,0.425,241
lg디스플레이,2,3,-1,1.143,0.414,66
저전력,1,0,1,0.429,0.345,3
태블릿,1,0,1,0.429,0.345,10
애플,12,7,5,10.714,0.301,344
소니,1,0,1,0.571,0.244,11
아이패드,1,0,1,0.571,0.244,7
현대모비스,1,1,0,0.571,0.244,6
boe,2,1,1,1.571,0.19,20
퀄컴,1,0,1,0.714,0.155,21
삼성전자,26,33,-7,25.429,0.095,535
amd,2,0,2,1.857,0.06,15
ar,2,3,-1,1.857,0.06,62
oled,7,9,-2,6.857,0.039,318
xr,2,2,0,2.286,-0.114,73
카카오,1,0,1,1.286,-0.134,45
sk하이닉스,2,3,-1,2.429,-0.168,68
샤오미,1,2,-1,1.571,-0.254,30
모니터,3,3,0,3.857,-0.289,158
디스플레이,7,3,4,8.286,-0.331,195
갤럭시,4,8,-4,6.143,-0.616,146
삼성디스플레이,1,1,0,2.857,-0.69,74
모바일,1,3,-2,3.143,-0.773,52
노트북,4,1,3,6.857,-0.79,113
tcl,1,0,1,4.571,-1.138,58
