term,cur,prev,diff,total,ma7,z_like
bmw,11,0,11,21,2.0,3.728
모바일,10,2,8,75,3.429,2.304
스마트폰,7,1,6,111,2.571,1.701
tcl,3,0,3,18,1.0,1.0
벤츠,2,0,2,61,0.714,0.697
csot,1,0,1,2,0.143,0.622
fmm,1,0,1,2,0.143,0.622
오포,1,0,1,5,0.143,0.622
태블릿,1,0,1,16,0.143,0.622
폭스바겐,1,0,1,3,0.286,0.465
vr,1,0,1,11,0.286,0.465
맥북,1,1,0,21,0.286,0.465
올레드,1,0,1,23,0.286,0.465
sharp,1,0,1,4,0.429,0.345
세미파이브,1,1,0,11,0.429,0.345
레노버,1,0,1,83,0.571,0.244
갤럭시,1,0,1,94,0.714,0.155
xr,3,1,2,86,3.0,0.0
sk하이닉스,1,0,1,42,1.143,-0.069
현대모비스,1,0,1,62,1.143,-0.069
