date,types,title,url,org
2026-05-06,"LAUNCH,REGUL","삼성디스플레이, 인재 영입 위해 美전역서 채용 행사",https://news.einfomax.co.kr/news/articleView.html?idxno=4413272,"LG디스플레이, 삼성디스플레이"
2026-05-07,LAUNCH,[삼성TV 사즉생] ②  OLED  전환 '비싼 수업료',https://www.bloter.net/news/articleView.html?idxno=661507,"BOE, CSOT, 삼성전자, 하이센스"
2026-05-06,"CERT,INVEST,LAUNCH,ORDER","삼성D·LGD, 아이폰18 프리미엄 모델 OLED 독식",https://www.thelec.kr/news/articleView.html?idxno=56089,"BOE, LG디스플레이, LG전자, 삼성디스플레이, 애플"
2026-05-08,LAUNCH,"中 TCL, 호주 가전 시장 공격적 확장… ""막대한 자본력 앞세워 삼성·LG ...",https://www.g-enews.com/view.php?ud=2026050808233099050c8c1c064d_1,TCL
2026-05-08,LAUNCH,"""안경 없이 3D?""…애플 ‘공간 아이폰’ 내놓을까",https://zdnet.co.kr/view/?no=20260508105842,"LG전자, 삼성전자, 애플"
2026-05-10,"LAUNCH,REGUL",차세대 소재 PSF  OLED 가 온다…韓·中 유기재료 경쟁,https://www.etnews.com/20260508000096,"UDC, 삼성전자, 애플, 화웨이"
2026-05-10,LAUNCH,"[써봤다] 가방은 가볍게, 성능은 묵직하게...스냅드래곤 X2 엘리트 익스...",https://www.techm.kr/news/articleView.html?idxno=151707,"TSMC, 네이버, 마이크로소프트, 애플, 엔비디아, 인텔, 퀄컴"
2026-05-10,"INVEST,ORDER",[김대호 진단] 필라델피아 반도체 지수 SOX의 함정... 뉴욕증시 vs 코스...,https://www.g-enews.com/view.php?ud=202605081647509968906806b77b_1,"AMD, SK하이닉스, TSMC, 삼성전자, 엔비디아, 인텔"
2026-05-10,LAUNCH,"삼성전자, 1분기 태블릿 출하량 12.6% 감소...애플은 7.9%↑",https://zdnet.co.kr/view/?no=20260510005508,"레노버, 삼성전자, 샤오미, 애플, 화웨이"
2026-05-11,LAUNCH,현대차 ‘N 레이싱 시뮬레이터’ 출시…LG 올레드·플레이스테이션 결합...,https://www.todayeconomic.com/news/article.html?no=30509,"LG전자, 소니"
2026-05-12,INVEST,'제3회 뉴데일리 퓨처코리아 포럼' 자리해주신 분들 [제3회 뉴데일리 퓨...,https://www.newdaily.co.kr/site/data/html/2026/05/12/2026051200156.html,"LG전자, LG화학, SK하이닉스, 기아, 네이버, 삼성디스플레이, 삼성전자, 카카오, 한화솔루션, 한화시스템, 현대모비스, 현대자동차"
2026-05-12,LAUNCH,"구글, 안드로이드에 AI 비서 심는다…앱 작업 자동화",https://www.yna.co.kr/view/AKR20260512160600017?input=1195m,"구글, 비보"
2026-05-13,"CERT,INVEST,LAUNCH,ORDER",[주식마감] '엔비디아' 기반 디지털트윈 계약에 유디엠텍 상한가... 한화...,https://www.ggilbo.com/news/articleView.html?idxno=1157975,"LG디스플레이, 삼성전자, 엔비디아"
