term,cur,prev,diff,total,ma7,z_like
삼성전자,29,13,16,439,23.286,0.981
tv,13,9,4,427,11.429,0.359
선익시스템,11,1,10,21,2.0,3.728
boe,6,1,5,23,1.143,2.348
xr,6,4,2,54,2.286,1.479
byd,5,0,5,11,0.714,2.323
양산,5,3,2,58,2.714,0.863
소니,4,0,4,88,1.143,1.381
tcl,4,5,-1,124,3.571,0.148
애플,4,7,-3,173,5.286,-0.39
lg전자,4,9,-5,337,14.286,-2.152
퀄컴,3,0,3,18,0.429,1.554
ar,3,0,3,37,1.143,0.898
구글,3,1,2,65,1.571,0.634
스마트폰,3,1,2,103,2.286,0.284
oled,3,4,-1,334,6.143,-0.904
디스플레이,3,8,-5,246,11.0,-1.853
폴더블,2,3,-1,57,1.714,0.124
hp,2,6,-4,79,2.143,-0.058
노트북,2,3,-1,138,3.0,-0.366
qled,1,0,1,3,0.143,0.622
오포,1,0,1,3,0.143,0.622
bmw,1,0,1,5,0.286,0.465
sharp,1,0,1,4,0.286,0.465
tsmc,1,0,1,26,0.429,0.345
태블릿,1,0,1,14,0.429,0.345
sk하이닉스,1,3,-2,56,1.571,-0.254
아이폰,1,4,-3,65,2.714,-0.648
인텔,1,5,-4,100,3.143,-0.773
현대모비스,1,1,0,53,3.571,-0.89
벤츠,1,1,0,52,3.714,-0.927
