term,cur,prev,diff,total,ma7,z_like
퀄컴,22,9,13,69,8.429,3.477
oled,16,15,1,322,13.429,0.551
메타,14,4,10,38,4.0,3.333
lg전자,13,9,4,297,7.857,1.352
tv,9,11,-2,197,7.429,0.422
구글,8,2,6,67,4.286,1.21
삼성전자,7,15,-8,376,7.714,-0.189
vr,5,0,5,19,1.0,2.0
엔비디아,4,6,-2,161,3.571,0.148
스마트폰,4,6,-2,105,4.286,-0.093
lcd,4,24,-20,74,6.714,-0.756
서피스,3,0,3,4,0.571,1.383
노트북,3,4,-1,137,3.429,-0.15
애플,3,2,1,373,5.857,-0.835
lg디스플레이,3,14,-11,106,6.429,-0.97
아이폰,3,2,1,271,7.429,-1.189
xr,2,5,-3,91,2.714,-0.27
디스플레이,2,13,-11,193,6.0,-1.16
sharp,1,0,1,9,0.143,0.622
기아,1,0,1,44,0.286,0.465
byd,1,0,1,15,0.286,0.465
아마존,1,1,0,14,0.286,0.465
샤프,1,1,0,4,0.286,0.465
벤츠,1,0,1,23,0.571,0.244
올레드,1,3,-2,10,0.714,0.155
ar,1,2,-1,39,0.857,0.074
레노버,1,0,1,103,1.0,0.0
사이니지,1,1,0,12,1.714,-0.309
모니터,1,3,-2,153,2.857,-0.69
폴더블,1,0,1,279,4.286,-1.07
