term,cur,prev,diff,total,ma7,z_like
소니,16,0,16,25,2.286,5.46
모니터,16,1,15,222,4.286,3.815
tcl,11,1,10,51,2.143,3.595
갤럭시,8,1,7,72,2.0,2.485
lg전자,19,2,17,355,10.429,2.027
엔비디아,5,1,4,91,1.714,1.423
레노버,3,0,3,96,0.714,1.239
boe,3,0,3,19,0.857,1.113
vr,3,3,0,13,1.143,0.898
모바일,3,0,3,67,1.143,0.898
기아,2,1,1,59,0.571,0.814
ltpo,1,0,1,1,0.143,0.622
요가,1,0,1,1,0.143,0.622
udc,1,0,1,3,0.143,0.622
편광판,1,0,1,3,0.143,0.622
byd,1,0,1,4,0.143,0.622
galaxy,1,0,1,4,0.143,0.622
올레드,1,0,1,36,0.143,0.622
생산능력,1,0,1,5,0.286,0.465
qled,1,0,1,7,0.286,0.465
픽셀,1,1,0,7,0.286,0.465
kaist,1,0,1,27,0.286,0.465
고효율,1,0,1,4,0.429,0.345
asus,1,1,0,9,0.429,0.345
카카오,1,1,0,12,0.429,0.345
lcd,2,2,0,30,1.286,0.335
양산,2,2,0,33,1.286,0.335
hp,2,2,0,45,1.429,0.26
고성능,1,1,0,17,0.571,0.244
amd,1,1,0,28,0.571,0.244
lg디스플레이,2,1,1,124,1.857,0.06
xr,1,0,1,54,1.571,-0.254
인텔,2,1,1,52,2.714,-0.27
tsmc,1,1,0,23,1.714,-0.309
디스플레이,3,1,2,238,7.857,-1.277
