term,cur,prev,diff,total,ma7,z_like
tv,25,5,20,415,24.429,0.096
lg전자,15,4,11,344,9.0,1.5
사이니지,11,0,11,12,1.571,4.184
삼성전자,10,2,8,409,10.714,-0.167
디스플레이,4,1,3,247,4.714,-0.225
노트북,4,2,2,139,5.429,-0.429
구글,3,1,2,57,1.429,0.716
sk하이닉스,3,0,3,48,1.857,0.484
레노버,3,0,3,112,3.857,-0.289
메타,2,2,0,24,0.714,0.697
아이폰,2,3,-1,61,2.429,-0.168
모니터,2,0,2,146,3.571,-0.544
애플,2,3,-1,162,5.714,-1.096
oled,2,1,1,490,14.857,-2.649
lg화학,1,0,1,2,0.143,0.622
샤오펑,1,0,1,2,0.143,0.622
sharp,1,0,1,4,0.286,0.465
공급망,1,1,0,18,0.429,0.345
tsmc,1,2,-1,25,0.714,0.155
양산,1,0,1,33,1.143,-0.069
vr,1,1,0,15,1.286,-0.134
lg디스플레이,1,0,1,105,1.429,-0.195
현대모비스,1,2,-1,35,1.429,-0.195
ar,1,0,1,31,1.714,-0.309
xr,1,0,1,51,2.0,-0.414
