term,cur,prev,diff,total,ma7,z_like
oled,28,0,28,256,11.0,3.938
tv,25,1,24,221,7.714,4.576
lg전자,14,6,8,199,9.286,1.165
모니터,13,3,10,104,3.429,3.356
삼성전자,8,6,2,431,11.571,-0.811
애플,7,11,-4,225,11.571,-1.039
xr,5,2,3,95,4.429,0.184
ar,3,0,3,41,1.714,0.557
노트북,2,3,-1,91,1.857,0.06
인텔,2,6,-4,49,2.143,-0.058
sk하이닉스,2,0,2,40,2.143,-0.058
폴더블,2,0,2,89,3.429,-0.501
불량률,1,0,1,1,0.143,0.622
sharp,1,0,1,11,0.571,0.244
갤럭시,1,1,0,64,0.714,0.155
vr,1,0,1,15,0.714,0.155
아이패드,1,0,1,9,1.143,-0.069
공급망,1,2,-1,28,1.429,-0.195
구글,1,1,0,40,2.143,-0.464
lg디스플레이,1,1,0,86,3.429,-0.852
스마트폰,1,0,1,83,3.714,-0.927
디스플레이,1,0,1,184,6.0,-1.449
