cluster_id,keywords
0,"미국, 게임, 폴더블, 양산, 증가, 글로벌테크놀로지, 외국, 따라, 마이크, 때문, 탑재, 점유율, 현대차, 디스플레이, 5인치, 패널, 퀄컴, 호러, 투싼, 문제, 대형, 이기승, 오디오, 연휴, 프리미엄, 선택, 신규, 없다, 전환, 영향, 흐름, 실시간, 신제품, 영화, 연결, 전망, 있었다, 차량용, 스냅드래곤, 경험, 차세대, 시연, 배터리"
1,"생산, 제조, 모듈, 예정, 설계, 투자, 적용, 대상, 데이터센터, 문화, 분석, 이용, 상품, 포함, 정보, 통합, 계획, 공장, 특허, 매출, 구축"
2,중국
3,"구글, 모니터, 갤럭시, 안드로이드, 카메라, 무대, 화면"
4,"애플, 스마트폰, 아이폰"
5,"달러, 가격"
6,"인프라, 안전"
7,"노트북, 반도체"
