term,cur,prev,diff,ma7,z_like,total,date
아이폰,20,5,15,9.429,2.597,268,2026-09-19
hp,9,1,8,2.714,2.374,41,2026-09-19
tsmc,3,0,3,0.714,1.239,11,2026-09-19
샤오미,2,0,2,0.429,0.95,48,2026-09-19
sk하이닉스,4,4,0,2.286,0.682,57,2026-09-19
게이밍모니터,1,0,1,0.143,0.622,2,2026-09-19
생산능력,1,0,1,0.143,0.622,7,2026-09-19
에어팟,1,0,1,0.143,0.622,4,2026-09-19
csot,1,0,1,0.286,0.465,4,2026-09-19
모바일,1,0,1,0.286,0.465,46,2026-09-19
아이패드,1,0,1,0.286,0.465,10,2026-09-19
퀄컴,1,0,1,0.286,0.465,17,2026-09-19
한화시스템,1,1,0,0.286,0.465,3,2026-09-19
삼성전자,5,4,1,3.714,0.439,412,2026-09-19
vr,2,0,2,1.143,0.414,19,2026-09-19
tv,5,2,3,4.143,0.282,191,2026-09-19
4k,1,0,1,0.571,0.244,13,2026-09-19
카카오,1,1,0,0.857,0.074,32,2026-09-19
boe,1,4,-3,0.857,0.074,24,2026-09-19
갤럭시,3,1,2,2.857,0.053,127,2026-09-19
폴더블,11,11,0,11.429,-0.098,299,2026-09-19
삼성디스플레이,3,7,-4,3.429,-0.15,82,2026-09-19
lcd,2,9,-7,2.429,-0.168,32,2026-09-19
디스플레이,4,10,-6,4.714,-0.225,186,2026-09-19
ar,1,2,-1,1.571,-0.254,57,2026-09-19
스마트폰,3,0,3,4.0,-0.333,102,2026-09-19
엔비디아,2,16,-14,3.0,-0.366,172,2026-09-19
xr,3,4,-1,4.143,-0.377,91,2026-09-19
lg전자,5,1,4,6.571,-0.441,298,2026-09-19
공급망,1,1,0,2.286,-0.512,57,2026-09-19
모니터,1,3,-2,2.429,-0.558,164,2026-09-19
애플,8,2,6,10.857,-0.665,412,2026-09-19
lg화학,1,1,0,3.714,-0.927,28,2026-09-19
oled,3,13,-10,9.571,-1.605,268,2026-09-19
tv,7,5,2,4.429,0.828,189,2026-09-20
갤럭시탭,1,0,1,0.143,0.622,1,2026-09-20
바이두,1,0,1,0.143,0.622,3,2026-09-20
비보,1,0,1,0.143,0.622,3,2026-09-20
패드,1,0,1,0.143,0.622,2,2026-09-20
tsmc,2,3,-1,1.0,0.5,13,2026-09-20
픽셀,1,0,1,0.286,0.465,2,2026-09-20
byd,1,0,1,0.429,0.345,16,2026-09-20
폭스바겐,1,0,1,0.429,0.345,6,2026-09-20
csot,1,1,0,0.429,0.345,5,2026-09-20
벤츠,1,0,1,0.571,0.244,31,2026-09-20
태블릿,1,0,1,0.571,0.244,11,2026-09-20
샤오미,1,2,-1,0.571,0.244,48,2026-09-20
인텔,1,0,1,1.0,0.0,27,2026-09-20
boe,1,1,0,1.0,0.0,24,2026-09-20
애플,10,8,2,10.286,-0.068,415,2026-09-20
디스플레이,5,4,1,5.286,-0.087,185,2026-09-20
스마트폰,4,3,1,4.286,-0.093,99,2026-09-20
고효율,1,0,1,1.429,-0.195,21,2026-09-20
ar,1,1,0,1.571,-0.254,47,2026-09-20
lcd,2,2,0,2.714,-0.27,33,2026-09-20
삼성전자,3,5,-2,3.857,-0.289,402,2026-09-20
구글,1,0,1,1.714,-0.309,54,2026-09-20
아이폰,8,20,-12,9.571,-0.384,275,2026-09-20
엔비디아,2,2,0,3.286,-0.457,171,2026-09-20
공급망,1,1,0,2.429,-0.558,58,2026-09-20
모니터,1,1,0,2.429,-0.558,165,2026-09-20
갤럭시,1,3,-2,3.0,-0.732,119,2026-09-20
lg전자,4,5,-1,6.857,-0.79,295,2026-09-20
xr,1,3,-2,3.571,-0.89,89,2026-09-20
삼성디스플레이,1,3,-2,3.571,-0.89,82,2026-09-20
노트북,1,0,1,4.143,-1.035,137,2026-09-20
폴더블,6,11,-5,11.0,-1.158,300,2026-09-20
lg디스플레이,1,0,1,5.0,-1.236,68,2026-09-20
oled,5,3,2,10.286,-1.256,261,2026-09-20
사이니지,8,0,8,1.143,3.314,9,2026-09-21
kaist,2,0,2,0.286,1.117,21,2026-09-21
딥엑스,2,0,2,0.286,1.117,2,2026-09-21
벤츠,2,1,1,0.429,0.95,28,2026-09-21
양산,2,0,2,0.571,0.814,28,2026-09-21
amoled,1,0,1,0.143,0.622,3,2026-09-21
그램,1,0,1,0.143,0.622,3,2026-09-21
필립스,1,0,1,0.143,0.622,4,2026-09-21
삼성전자,6,3,3,4.143,0.612,390,2026-09-21
amd,1,0,1,0.286,0.465,20,2026-09-21
바이두,1,1,0,0.286,0.465,4,2026-09-21
화웨이,1,0,1,0.429,0.345,43,2026-09-21
boe,2,1,1,1.286,0.335,26,2026-09-21
sk하이닉스,3,0,3,2.286,0.284,54,2026-09-21
모니터,2,1,1,2.429,-0.168,161,2026-09-21
hp,2,0,2,3.0,-0.366,40,2026-09-21
tv,2,7,-5,3.286,-0.457,187,2026-09-21
갤럭시,1,1,0,2.429,-0.558,117,2026-09-21
xr,2,1,1,3.714,-0.586,86,2026-09-21
디스플레이,3,5,-2,5.0,-0.618,178,2026-09-21
노트북,2,1,1,3.857,-0.627,137,2026-09-21
lcd,1,2,-1,2.857,-0.69,33,2026-09-21
삼성디스플레이,1,1,0,3.571,-0.89,72,2026-09-21
lg디스플레이,1,1,0,3.714,-0.927,68,2026-09-21
아이폰,5,8,-3,9.429,-1.088,277,2026-09-21
lg전자,2,4,-2,6.0,-1.16,283,2026-09-21
애플,4,10,-6,8.714,-1.193,406,2026-09-21
기아,1,0,1,5.0,-1.236,47,2026-09-21
폴더블,4,6,-2,10.0,-1.442,298,2026-09-21
oled,3,5,-2,9.857,-1.656,258,2026-09-21
oled,40,3,37,13.0,5.862,295,2026-09-22
양산,13,2,11,2.429,4.132,40,2026-09-22
lg디스플레이,21,1,20,6.714,3.978,88,2026-09-22
퀄컴,7,0,7,1.143,2.831,20,2026-09-22
삼성전자,15,6,9,5.714,2.739,398,2026-09-22
amd,6,1,5,1.143,2.348,26,2026-09-22
레노버,6,0,6,1.286,2.209,112,2026-09-22
메타,4,0,4,0.571,1.953,16,2026-09-22
tv,10,2,8,4.143,1.93,192,2026-09-22
모니터,7,2,5,3.429,1.252,165,2026-09-22
구글,5,0,5,2.143,1.16,52,2026-09-22
auo,2,0,2,0.286,1.117,2,2026-09-22
벤큐,2,0,2,0.286,1.117,16,2026-09-22
파나소닉,2,0,2,0.286,1.117,3,2026-09-22
고휘도,2,0,2,0.429,0.95,4,2026-09-22
4k,2,0,2,0.714,0.697,14,2026-09-22
생산량,1,0,1,0.143,0.622,1,2026-09-22
스마트워치,1,0,1,0.143,0.622,3,2026-09-22
애플워치,1,0,1,0.143,0.622,5,2026-09-22
주사율,1,0,1,0.143,0.622,6,2026-09-22
스마트폰,4,0,4,2.429,0.614,99,2026-09-22
노트북,6,2,4,4.143,0.612,139,2026-09-22
lcd,5,1,4,3.286,0.609,38,2026-09-22
lg전자,8,2,6,6.0,0.58,282,2026-09-22
모바일,1,0,1,0.429,0.345,44,2026-09-22
화웨이,1,1,0,0.429,0.345,44,2026-09-22
kaist,1,2,-1,0.429,0.345,22,2026-09-22
인텔,2,0,2,1.286,0.335,28,2026-09-22
사이니지,2,8,-6,1.429,0.26,11,2026-09-22
tcl,1,0,1,0.571,0.244,60,2026-09-22
boe,2,2,0,1.571,0.19,28,2026-09-22
sk하이닉스,3,3,0,2.571,0.165,56,2026-09-22
태블릿,1,0,1,0.714,0.155,11,2026-09-22
lg화학,1,0,1,1.143,-0.069,29,2026-09-22
tsmc,1,0,1,1.143,-0.069,11,2026-09-22
디스플레이,5,3,2,5.429,-0.129,179,2026-09-22
공급망,1,0,1,1.429,-0.195,57,2026-09-22
갤럭시,2,1,1,2.571,-0.219,116,2026-09-22
ar,1,0,1,1.714,-0.309,48,2026-09-22
애플,6,4,2,7.143,-0.311,402,2026-09-22
xr,2,2,0,3.429,-0.501,87,2026-09-22
hp,1,2,-1,2.714,-0.648,39,2026-09-22
엔비디아,1,0,1,3.286,-0.813,163,2026-09-22
아이폰,4,5,-1,7.429,-0.92,278,2026-09-22
폴더블,4,4,0,9.429,-1.334,300,2026-09-22
퀄컴,20,7,13,4.0,5.333,38,2026-09-23
구글,14,5,9,4.0,3.333,63,2026-09-23
양산,15,13,2,4.571,3.323,54,2026-09-23
qled,6,0,6,0.857,2.67,19,2026-09-23
갤럭시,9,2,7,2.857,2.283,120,2026-09-23
메타,6,4,2,1.429,2.082,22,2026-09-23
스마트폰,9,4,5,3.286,2.032,102,2026-09-23
고성능,4,0,4,0.571,1.953,14,2026-09-23
lg전자,14,8,6,7.143,1.867,292,2026-09-23
엔비디아,10,1,9,4.571,1.73,165,2026-09-23
lcd,9,5,4,4.143,1.6,47,2026-09-23
nvidia,3,0,3,0.429,1.554,6,2026-09-23
샤오미,3,0,3,0.857,1.113,48,2026-09-23
노트북,8,6,2,4.571,1.093,142,2026-09-23
디스플레이,10,5,5,6.286,1.059,186,2026-09-23
amd,4,6,-2,1.714,0.99,29,2026-09-23
맥북,2,0,2,0.429,0.95,18,2026-09-23
tv,8,10,-2,5.0,0.927,195,2026-09-23
인텔,3,2,1,1.143,0.898,30,2026-09-23
boe,4,2,2,2.0,0.828,32,2026-09-23
ltpo,1,0,1,0.143,0.622,1,2026-09-23
서피스,1,0,1,0.143,0.622,1,2026-09-23
알파벳,1,0,1,0.143,0.622,4,2026-09-23
올레드,1,0,1,0.143,0.622,7,2026-09-23
원익ips,1,0,1,0.143,0.622,1,2026-09-23
아이폰,10,4,6,7.857,0.563,285,2026-09-23
모니터,5,7,-2,3.571,0.494,167,2026-09-23
dell,1,0,1,0.286,0.465,13,2026-09-23
아이패드,1,0,1,0.286,0.465,10,2026-09-23
하이센스,1,0,1,0.286,0.465,13,2026-09-23
생산량,1,1,0,0.286,0.465,2,2026-09-23
화웨이,1,1,0,0.429,0.345,45,2026-09-23
auo,1,2,-1,0.429,0.345,3,2026-09-23
고휘도,1,2,-1,0.429,0.345,5,2026-09-23
벤큐,1,2,-1,0.429,0.345,17,2026-09-23
애플,8,6,2,7.0,0.274,405,2026-09-23
xr,4,2,2,3.286,0.254,90,2026-09-23
모바일,1,1,0,0.571,0.244,42,2026-09-23
공급망,1,1,0,1.0,0.0,58,2026-09-23
삼성디스플레이,2,0,2,2.143,-0.058,71,2026-09-23
oled,12,40,-28,12.286,-0.063,305,2026-09-23
tsmc,1,1,0,1.143,-0.069,12,2026-09-23
hp,1,1,0,2.0,-0.414,39,2026-09-23
lg디스플레이,5,21,-16,6.714,-0.477,93,2026-09-23
sk하이닉스,1,3,-2,2.429,-0.558,56,2026-09-23
삼성전자,3,15,-12,5.857,-0.835,397,2026-09-23
폴더블,4,4,0,7.286,-0.888,298,2026-09-23
lcd,24,9,15,7.429,4.448,71,2026-09-24
태블릿,7,0,7,1.286,2.678,18,2026-09-24
tcl,6,0,6,1.143,2.348,66,2026-09-24
삼성전자,15,3,12,7.286,2.085,401,2026-09-24
디스플레이,13,10,3,7.143,1.595,195,2026-09-24
lg디스플레이,14,5,9,8.429,1.427,106,2026-09-24
올레드,3,1,2,0.571,1.383,10,2026-09-24
tv,11,8,3,6.429,1.293,198,2026-09-24
퀄컴,9,20,-11,5.286,1.126,47,2026-09-24
메타,4,6,-2,2.0,0.828,25,2026-09-24
lg전자,9,14,-5,6.143,0.821,291,2026-09-24
샤오미,3,3,0,1.286,0.803,49,2026-09-24
스마트폰,6,9,-3,3.714,0.781,103,2026-09-24
xr,5,4,1,3.0,0.732,92,2026-09-24
asus,1,0,1,0.143,0.622,11,2026-09-24
미디어텍,1,0,1,0.143,0.622,4,2026-09-24
샤프,1,0,1,0.143,0.622,3,2026-09-24
수출입,1,0,1,0.143,0.622,1,2026-09-24
아마존,1,0,1,0.143,0.622,14,2026-09-24
고성능,2,4,-2,0.857,0.593,15,2026-09-24
hp,4,1,3,2.571,0.549,43,2026-09-24
ar,2,0,2,1.0,0.5,42,2026-09-24
게이밍모니터,1,0,1,0.286,0.465,3,2026-09-24
알파벳,1,1,0,0.286,0.465,4,2026-09-24
oled,15,12,3,13.0,0.434,311,2026-09-24
dell,1,1,0,0.429,0.345,14,2026-09-24
아이패드,1,1,0,0.429,0.345,11,2026-09-24
하이센스,1,1,0,0.429,0.345,14,2026-09-24
lg화학,1,0,1,0.571,0.244,29,2026-09-24
엔비디아,6,10,-4,5.286,0.217,165,2026-09-24
sk하이닉스,3,1,2,2.571,0.165,59,2026-09-24
공급망,1,1,0,0.857,0.074,59,2026-09-24
노트북,4,8,-4,4.0,0.0,141,2026-09-24
모니터,3,5,-2,3.143,-0.052,169,2026-09-24
인텔,1,3,-2,1.143,-0.069,29,2026-09-24
사이니지,1,0,1,1.571,-0.254,12,2026-09-24
amd,1,4,-3,1.857,-0.363,30,2026-09-24
구글,2,14,-12,3.286,-0.457,61,2026-09-24
boe,1,4,-3,2.143,-0.464,33,2026-09-24
애플,2,8,-6,5.714,-1.096,387,2026-09-24
아이폰,2,10,-8,7.714,-1.513,275,2026-09-24
퀄컴,22,9,13,8.429,3.477,69,2026-09-25
메타,14,4,10,4.0,3.333,38,2026-09-25
vr,5,0,5,1.0,2.0,19,2026-09-25
서피스,3,0,3,0.571,1.383,4,2026-09-25
lg전자,13,9,4,7.857,1.352,297,2026-09-25
구글,8,2,6,4.286,1.21,67,2026-09-25
sharp,1,0,1,0.143,0.622,9,2026-09-25
oled,16,15,1,13.429,0.551,322,2026-09-25
byd,1,0,1,0.286,0.465,15,2026-09-25
기아,1,0,1,0.286,0.465,44,2026-09-25
샤프,1,1,0,0.286,0.465,4,2026-09-25
아마존,1,1,0,0.286,0.465,14,2026-09-25
tv,9,11,-2,7.429,0.422,197,2026-09-25
벤츠,1,0,1,0.571,0.244,23,2026-09-25
올레드,1,3,-2,0.714,0.155,10,2026-09-25
엔비디아,4,6,-2,3.571,0.148,161,2026-09-25
ar,1,2,-1,0.857,0.074,39,2026-09-25
레노버,1,0,1,1.0,0.0,103,2026-09-25
스마트폰,4,6,-2,4.286,-0.093,105,2026-09-25
