term,cur,prev,diff,ma7,z_like,total
oled,44,4,40,14.286,6.217,309
4k,17,0,17,2.714,5.396,36
모니터,23,0,23,5.429,5.277,161
lg디스플레이,16,5,11,3.571,4.301,81
양산,11,1,10,2.429,3.35,30
디스플레이,16,8,8,5.429,3.175,200
삼성디스플레이,8,3,5,3.714,1.464,60
삼성전자,23,15,8,15.857,1.434,688
lg전자,13,19,-6,8.143,1.26,264
주사율,2,0,2,0.286,1.117,3
엔비디아,4,2,2,1.857,0.907,105
아이폰,3,1,2,1.429,0.716,39
auo,1,0,1,0.143,0.622,1
bmw,1,0,1,0.143,0.622,9
퓨리오사,1,0,1,0.143,0.622,1
게이밍모니터,1,0,1,0.286,0.465,7
고성능,1,0,1,0.286,0.465,23
사이니지,1,0,1,0.286,0.465,16
소니,1,0,1,0.286,0.465,18
현대모비스,1,0,1,0.286,0.465,8
메타,2,0,2,1.143,0.414,30
모바일,2,2,0,1.143,0.414,36
dell,1,0,1,0.429,0.345,11
tsmc,1,1,0,0.714,0.155,19
카카오,1,1,0,0.714,0.155,20
hp,3,1,2,2.714,0.108,59
공급망,1,0,1,0.857,0.074,48
sk하이닉스,2,2,0,2.0,0.0,41
노트북,3,4,-1,3.0,0.0,120
amd,1,3,-2,1.0,0.0,23
퀄컴,1,0,1,1.143,-0.069,21
xr,2,2,0,2.429,-0.168,97
폴더블,1,1,0,1.857,-0.363,56
갤럭시,1,1,0,2.143,-0.464,68
스마트폰,2,6,-4,3.714,-0.586,92
구글,1,6,-5,2.571,-0.604,123
tv,5,5,0,8.143,-0.816,315
애플,2,2,0,4.714,-0.856,185
