term,cur,prev,diff,total,ma7,z_like
엔비디아,21,3,18,169,6.286,4.196
인텔,5,1,4,52,1.714,1.423
노트북,8,2,6,74,4.286,1.21
sk하이닉스,2,0,2,37,0.571,0.814
오포,1,0,1,2,0.143,0.622
oled,8,1,7,215,6.0,0.58
한미반도체,1,0,1,3,0.286,0.465
tsmc,1,0,1,10,0.286,0.465
hp,1,1,0,17,0.286,0.465
xr,3,3,0,114,2.143,0.348
lcd,1,0,1,16,0.429,0.345
구글,1,1,0,31,0.429,0.345
lg디스플레이,2,2,0,83,1.286,0.335
모바일,2,1,1,21,1.714,0.124
삼성디스플레이,1,1,0,35,0.857,0.074
amd,1,0,1,45,1.143,-0.069
boe,1,0,1,23,1.714,-0.309
디스플레이,3,3,0,125,4.143,-0.377
아이폰,2,2,0,62,3.286,-0.457
모니터,2,1,1,90,3.286,-0.457
ar,1,1,0,36,2.143,-0.464
맥북,1,0,1,34,3.429,-0.852
lg전자,3,2,1,203,7.571,-1.219
