term,cur,prev,diff,ma7,z_like,total
boe,27,0,27,4.714,7.027,63
삼성전자,32,3,29,11.0,4.865,392
모바일,15,0,15,2.857,4.514,46
lcd,12,2,10,2.571,3.621,36
선익시스템,9,0,9,1.571,3.296,22
hp,10,0,10,2.286,3.071,35
현대모비스,10,3,7,4.857,1.605,66
amd,2,0,2,0.286,1.117,10
xr,7,1,6,3.857,1.06,101
lg디스플레이,7,0,7,4.143,0.941,131
태블릿,2,0,2,0.571,0.814,24
스마트폰,10,1,9,7.429,0.69,107
sk하이닉스,4,0,4,2.286,0.682,56
노트북,5,2,3,3.143,0.67,101
tv,9,5,4,6.714,0.636,203
apple,1,0,1,0.143,0.622,4
qualcomm,1,0,1,0.143,0.622,1
sharp,1,0,1,0.143,0.622,8
저전력,1,0,1,0.143,0.622,7
미디어텍,1,0,1,0.286,0.465,3
카카오,1,0,1,0.286,0.465,10
한화시스템,1,0,1,0.286,0.465,2
폴더블,4,0,4,2.857,0.425,99
디스플레이,9,13,-4,8.0,0.261,197
화웨이,1,0,1,0.571,0.244,17
oled,8,1,7,8.0,0.0,285
갤럭시,5,0,5,5.286,-0.087,82
lg전자,11,7,4,11.857,-0.193,281
애플,4,1,3,4.714,-0.225,204
엔비디아,2,0,2,2.714,-0.27,115
삼성디스플레이,1,0,1,1.714,-0.309,144
아이폰,1,1,0,1.714,-0.309,65
기아,2,0,2,2.857,-0.319,68
퀄컴,1,2,-1,1.857,-0.363,38
아이패드,1,0,1,2.0,-0.414,25
ar,1,4,-3,3.0,-0.732,51
모니터,1,4,-3,3.0,-0.732,98
구글,2,8,-6,4.286,-0.744,73
