term,cur,diff,z_like
boe,27,27,7.03
삼성전자,32,29,4.86
모바일,15,15,4.51
lcd,12,10,3.62
선익시스템,9,9,3.30
hp,10,10,3.07
현대모비스,10,7,1.61
