term,cur,prev,diff,ma7,z_like,total
애플,17,15,2,7.143,2.684,206
삼성전자,31,12,19,19.714,2.075,501
아이폰,7,2,5,2.714,1.619,70
스마트폰,5,1,4,1.714,1.423,77
oled,17,7,10,12.0,1.12,264
tsmc,3,1,2,0.857,1.113,10
양산,3,1,2,0.857,1.113,20
아이패드,2,0,2,0.429,0.95,12
인텔,3,2,1,1.286,0.803,70
레노버,2,1,1,0.714,0.697,76
bmw,1,0,1,0.143,0.622,16
udc,1,0,1,0.143,0.622,2
갤럭시북,1,0,1,0.143,0.622,4
구글,3,1,2,1.714,0.557,34
sharp,1,0,1,0.286,0.465,10
fmm,1,1,0,0.286,0.465,3
증착기,1,1,0,0.286,0.465,2
현대모비스,2,1,1,1.143,0.414,44
hp,1,0,1,0.429,0.345,15
lcd,1,0,1,0.429,0.345,16
lg화학,1,0,1,0.429,0.345,16
삼성디스플레이,12,1,11,10.857,0.266,116
kaist,1,3,-2,0.571,0.244,14
amd,1,0,1,0.714,0.155,33
ppi,1,1,0,0.714,0.155,5
asus,1,2,-1,0.714,0.155,19
sk하이닉스,1,0,1,0.857,0.074,37
마이크로소프트,1,5,-4,0.857,0.074,8
모니터,3,3,0,3.143,-0.052,94
모바일,1,1,0,1.143,-0.069,47
lg디스플레이,2,2,0,2.286,-0.114,118
노트북,2,3,-1,2.286,-0.114,100
고성능,1,0,1,1.571,-0.254,20
tv,5,11,-6,6.0,-0.29,218
xr,2,5,-3,3.0,-0.366,97
기아,1,0,1,2.143,-0.464,34
boe,1,1,0,2.714,-0.648,37
엔비디아,3,2,1,5.143,-0.656,248
디스플레이,5,24,-19,8.429,-0.878,205
폴더블,1,3,-2,3.571,-0.89,74
lg전자,3,9,-6,9.0,-1.5,197
