term,cur,prev,diff,total,ma7,z_like
갤럭시,12,3,9,299,6.429,1.576
애플,10,8,2,274,5.857,1.211
kaist,8,0,8,27,1.143,3.314
폴더블,8,7,1,210,4.571,1.093
oled,6,8,-2,367,5.857,0.042
삼성전자,6,8,-2,330,6.571,-0.16
디스플레이,4,6,-2,278,3.0,0.366
lg전자,4,10,-6,261,8.0,-1.045
화웨이,3,1,2,11,0.714,1.239
xr,3,4,-1,85,2.0,0.414
스마트폰,3,0,3,109,3.286,-0.102
구글,3,8,-5,68,3.286,-0.102
lg디스플레이,2,2,0,150,2.0,0.0
hp,2,8,-6,52,2.143,-0.058
모니터,2,4,-2,88,2.714,-0.27
공급망,2,3,-1,55,3.429,-0.501
dell,1,0,1,8,0.143,0.622
그램,1,0,1,4,0.143,0.622
huawei,1,0,1,1,0.143,0.622
intel,1,0,1,1,0.143,0.622
boe,1,0,1,18,0.286,0.465
메이트북,1,1,0,2,0.286,0.465
태블릿,1,2,-1,10,0.571,0.244
asus,1,1,0,8,0.714,0.155
선익시스템,1,1,0,38,1.571,-0.254
엔비디아,1,4,-3,92,1.857,-0.363
ar,1,1,0,50,3.143,-0.773
노트북,1,3,-2,103,3.857,-0.964
