term,cur,prev,diff,ma7,z_like,total
공급망,13,1,12,2.857,3.77,50
기아,3,0,3,0.714,1.239,37
8k,1,0,1,0.143,0.622,2
갤럭시워치,1,0,1,0.143,0.622,4
vr,1,1,0,0.286,0.465,3
구글,2,0,2,1.143,0.414,52
소니,1,0,1,0.429,0.345,9
픽셀,1,2,-1,0.429,0.345,4
아이폰,3,5,-2,2.571,0.165,82
아이패드,1,0,1,0.714,0.155,12
bmw,1,2,-1,0.714,0.155,14
lcd,1,0,1,1.143,-0.069,17
양산,1,2,-1,1.286,-0.134,28
노트북,3,2,1,3.429,-0.15,106
스마트폰,2,8,-6,4.0,-0.667,110
엔비디아,2,0,2,4.143,-0.706,94
sk하이닉스,1,3,-2,4.0,-1.0,125
tv,1,5,-4,4.0,-1.0,125
디스플레이,2,3,-1,6.571,-1.283,287
애플,3,5,-2,10.286,-1.732,287
lg디스플레이,1,6,-5,8.0,-1.828,148
삼성전자,3,11,-8,11.0,-1.853,377
갤럭시,1,5,-4,8.429,-1.903,275
lg전자,2,8,-6,10.143,-1.946,260
oled,2,7,-5,10.714,-2.039,362
