term,cur,prev,diff,ma7,z_like,total
엔비디아,18,0,18,2.571,5.926,26
스마트폰,6,1,5,1.571,1.965,47
tv,14,7,7,7.429,1.764,85
올레드,4,0,4,0.857,1.632,10
현대모비스,3,0,3,0.429,1.554,23
모바일,3,0,3,0.714,1.239,12
현대차,3,0,3,1.143,0.898,30
디스플레이,9,7,2,6.143,0.821,109
퀄컴,2,0,2,0.571,0.814,18
노트북,4,2,2,2.286,0.682,22
oled,11,3,8,8.429,0.659,165
8k,1,0,1,0.143,0.622,1
ltps,1,0,1,0.143,0.622,1
스마트워치,1,0,1,0.143,0.622,1
애플워치,1,0,1,0.143,0.622,1
하이센스,1,0,1,0.143,0.622,1
한화솔루션,1,0,1,0.143,0.622,2
레노버,2,0,2,0.857,0.593,7
벤츠,1,0,1,0.286,0.465,4
수율,1,0,1,0.286,0.465,5
아마존,1,1,0,0.286,0.465,4
화웨이,1,1,0,0.286,0.465,7
갤럭시,6,3,3,4.857,0.357,58
카카오,1,0,1,0.429,0.345,8
bmw,1,2,-1,0.429,0.345,5
sharp,1,0,1,0.571,0.244,4
메타,1,1,0,0.571,0.244,11
lg디스플레이,2,0,2,1.714,0.124,70
boe,1,0,1,1.0,0.0,15
hp,1,1,0,1.0,0.0,7
xr,7,4,3,7.429,-0.115,82
ar,1,0,1,1.429,-0.195,37
고성능,1,0,1,1.429,-0.195,19
아이폰,2,0,2,2.714,-0.27,46
구글,1,2,-1,1.714,-0.309,26
폴더블,3,0,3,4.0,-0.333,56
sk하이닉스,1,1,0,1.857,-0.363,37
lg전자,4,5,-1,5.857,-0.543,108
amd,1,0,1,2.571,-0.604,24
삼성전자,15,30,-15,20.143,-0.937,296
애플,3,5,-2,7.286,-1.159,144
