term,cur,prev,diff,total,ma7,z_like
qled,9,3,6,13,1.714,3.155
hp,6,3,3,32,1.286,2.209
ar,5,0,5,52,1.143,1.864
인텔,4,0,4,26,0.714,1.781
갤럭시,7,1,6,126,3.429,1.252
lcd,3,2,1,37,0.714,1.239
증착기,2,0,2,2,0.286,1.117
선익시스템,2,0,2,7,0.286,1.117
lg디스플레이,5,0,5,59,2.429,1.005
nit,1,0,1,1,0.143,0.622
니트,1,0,1,1,0.143,0.622
고휘도,1,0,1,2,0.143,0.622
sharp,1,0,1,7,0.143,0.622
tsmc,1,0,1,8,0.143,0.622
fhd,1,0,1,16,0.143,0.622
알파벳,1,1,0,3,0.286,0.465
폭스바겐,1,0,1,4,0.286,0.465
하이센스,1,1,0,12,0.286,0.465
vr,2,2,0,18,1.143,0.414
ppi,1,0,1,3,0.429,0.345
bmw,1,0,1,14,0.429,0.345
sk하이닉스,2,1,1,54,1.429,0.26
boe,1,0,1,19,0.571,0.244
카카오,1,1,0,37,0.571,0.244
화웨이,1,1,0,44,0.571,0.244
구글,1,1,0,57,0.571,0.244
모니터,4,0,4,162,4.0,0.0
4k,1,0,1,12,1.286,-0.134
tcl,1,1,0,77,1.571,-0.254
엔비디아,1,1,0,180,1.571,-0.254
디스플레이,4,2,2,199,5.143,-0.35
레노버,1,0,1,123,4.143,-1.035
