--- Sentiment Scaling Log (2025-12-03) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Display_Materials_Topic): score_raw=0.5303 -> score_final=0.5303
Topic 0 (Display_Materials_Topic): score_raw=0.5233 -> score_final=0.5233
Topic 0 (Display_Materials_Topic): score_raw=0.5259 -> score_final=0.5259
Topic 0 (Display_Materials_Topic): score_raw=0.5332 -> score_final=0.5332
Topic 0 (Display_Materials_Topic): score_raw=0.5288 -> score_final=0.5288
Topic 0 (Display_Materials_Topic): score_raw=0.5260 -> score_final=0.5260
Topic 0 (Display_Materials_Topic): score_raw=0.5305 -> score_final=0.5305
Topic 0 (Display_Materials_Topic): score_raw=0.5234 -> score_final=0.5234
Topic 0 (Display_Materials_Topic): score_raw=0.5331 -> score_final=0.5331
Topic 0 (Display_Materials_Topic): score_raw=0.5276 -> score_final=0.5276
Topic 0 (Display_Materials_Topic): score_raw=0.5277 -> score_final=0.5277
Topic 0 (Display_Materials_Topic): score_raw=0.5329 -> score_final=0.5329
Topic 0 (Display_Materials_Topic): score_raw=0.5343 -> score_final=0.5343
Topic 0 (Display_Materials_Topic): score_raw=0.5194 -> score_final=0.5194
Topic 0 (Display_Materials_Topic): score_raw=0.5333 -> score_final=0.5333
Topic 0 (Display_Materials_Topic): score_raw=0.5288 -> score_final=0.5288
Topic 0 (Display_Materials_Topic): score_raw=0.5325 -> score_final=0.5325
Topic 0 (Display_Materials_Topic): score_raw=0.5195 -> score_final=0.5195
Topic 0 (Display_Materials_Topic): score_raw=0.5393 -> score_final=0.5393
Topic 0 (Display_Materials_Topic): score_raw=0.5245 -> score_final=0.5245
Topic 0 (Display_Materials_Topic): score_raw=0.5294 -> score_final=0.5294
Topic 0 (Display_Materials_Topic): score_raw=0.5238 -> score_final=0.5238
Topic 0 (Display_Materials_Topic): score_raw=0.5334 -> score_final=0.5334
Topic 0 (Display_Materials_Topic): score_raw=0.5324 -> score_final=0.5324
Topic 0 (Display_Materials_Topic): score_raw=0.5221 -> score_final=0.5221
Topic 0 (Display_Materials_Topic): score_raw=0.5248 -> score_final=0.5248
Topic 0 (Display_Materials_Topic): score_raw=0.5360 -> score_final=0.5360
Topic 0 (Display_Materials_Topic): score_raw=0.5252 -> score_final=0.5252
Topic 0 (Display_Materials_Topic): score_raw=0.5293 -> score_final=0.5293
Topic 0 (Display_Materials_Topic): score_raw=0.5201 -> score_final=0.5201
Topic 0 (Display_Materials_Topic): score_raw=0.5326 -> score_final=0.5326
Topic 0 (Display_Materials_Topic): score_raw=0.5312 -> score_final=0.5312
Topic 0 (Display_Materials_Topic): score_raw=0.5193 -> score_final=0.5193
Topic 0 (Display_Materials_Topic): score_raw=0.5342 -> score_final=0.5342
Topic 0 (Display_Materials_Topic): score_raw=0.5282 -> score_final=0.5282
Topic 0 (Display_Materials_Topic): score_raw=0.5316 -> score_final=0.5316
Topic 0 (Display_Materials_Topic): score_raw=0.5334 -> score_final=0.5334
Topic 0 (Display_Materials_Topic): score_raw=0.5276 -> score_final=0.5276
Topic 0 (Display_Materials_Topic): score_raw=0.5369 -> score_final=0.5369
Topic 0 (Display_Materials_Topic): score_raw=0.5201 -> score_final=0.5201
Topic 0 (Display_Materials_Topic): score_raw=0.5259 -> score_final=0.5259
Topic 0 (Display_Materials_Topic): score_raw=0.5205 -> score_final=0.5205
