term,cur,prev,diff,total,ma7,z_like
인텔,32,2,30,88,5.714,7.753
lg디스플레이,30,2,28,109,6.0,6.958
oled,29,22,7,501,11.429,4.011
양산,19,0,19,54,3.571,5.339
디스플레이,16,7,9,271,7.714,2.193
벤츠,12,0,12,28,1.857,4.293
삼성전자,11,11,0,429,12.714,-0.375
고성능,10,0,10,31,1.571,3.74
tv,9,13,-4,451,17.571,-1.651
갤럭시,7,3,4,93,3.143,1.391
kaist,6,0,6,31,0.857,2.67
애플,5,4,1,166,5.714,-0.211
기아,4,0,4,66,1.286,1.272
ar,4,3,1,39,2.286,0.682
모니터,4,7,-3,130,3.0,0.366
스마트폰,4,4,0,106,4.429,-0.138
vr,3,0,3,19,1.0,1.0
sk하이닉스,3,2,1,54,1.571,0.634
노트북,3,10,-7,153,4.857,-0.58
tcl,3,5,-2,120,7.714,-1.248
설비투자,2,0,2,4,0.286,1.117
폴더블,2,0,2,59,0.857,0.593
asus,2,0,2,19,1.286,0.335
구글,2,1,1,59,1.714,0.124
삼성디스플레이,2,0,2,160,2.571,-0.219
소니,2,1,1,83,5.0,-0.927
lg전자,2,2,0,314,6.143,-1.191
선익시스템,1,0,1,10,0.143,0.622
수율,1,0,1,3,0.143,0.622
주사율,1,0,1,3,0.143,0.622
도우인시스,1,0,1,2,0.143,0.622
증착기,1,0,1,2,0.143,0.622
capex,1,0,1,1,0.143,0.622
원익ips,1,0,1,1,0.143,0.622
lcd,1,1,0,29,0.286,0.465
byd,1,2,-1,7,0.429,0.345
하이센스,1,2,-1,27,0.571,0.244
아마존,1,2,-1,10,0.571,0.244
올레드,1,2,-1,40,0.857,0.074
tsmc,1,0,1,27,0.857,0.074
아이폰,1,3,-2,57,1.857,-0.363
xr,1,2,-1,48,2.0,-0.414
