term,cur,prev,diff,total,ma7,z_like
인텔,32,2,30,88,5.714,7.753
lg디스플레이,30,2,28,109,6.0,6.958
양산,19,0,19,54,3.571,5.339
벤츠,12,0,12,28,1.857,4.293
고성능,10,0,10,31,1.571,3.74
kaist,6,0,6,31,0.857,2.67
갤럭시,7,3,4,93,3.143,1.391
기아,4,0,4,66,1.286,1.272
설비투자,2,0,2,4,0.286,1.117
vr,3,0,3,19,1.0,1.0
ar,4,3,1,39,2.286,0.682
sk하이닉스,3,2,1,54,1.571,0.634
capex,1,0,1,1,0.143,0.622
원익ips,1,0,1,1,0.143,0.622
도우인시스,1,0,1,2,0.143,0.622
증착기,1,0,1,2,0.143,0.622
수율,1,0,1,3,0.143,0.622
주사율,1,0,1,3,0.143,0.622
선익시스템,1,0,1,10,0.143,0.622
폴더블,2,0,2,59,0.857,0.593
lcd,1,1,0,29,0.286,0.465
asus,2,0,2,19,1.286,0.335
구글,2,1,1,59,1.714,0.124
tsmc,1,0,1,27,0.857,0.074
삼성디스플레이,2,0,2,160,2.571,-0.219
소니,2,1,1,83,5.0,-0.927
lg전자,2,2,0,314,6.143,-1.191
