term,cur,prev,diff,ma7,z_like,total
lg화학,11,1,10,5.429,1.673,38
디스플레이,9,9,0,5.857,0.919,209
갤럭시,7,9,-2,4.429,0.828,111
hp,2,0,2,0.571,0.814,15
sk하이닉스,3,2,1,1.286,0.803,69
asus,2,0,2,0.714,0.697,26
삼성전자,16,34,-18,13.0,0.651,513
8k,1,0,1,0.143,0.622,3
ald,1,0,1,0.143,0.622,1
qned,1,0,1,0.143,0.622,2
삼성디스플레이,2,1,1,0.857,0.593,86
아마존,2,2,0,1.0,0.5,14
xr,5,8,-3,3.571,0.494,118
4k,1,0,1,0.286,0.465,5
sharp,1,0,1,0.286,0.465,11
맥북,1,0,1,0.286,0.465,63
샤오미,1,0,1,0.286,0.465,13
선익시스템,1,0,1,0.286,0.465,16
한화시스템,1,1,0,0.286,0.465,4
모니터,10,29,-19,8.571,0.364,198
공급망,1,0,1,0.429,0.345,36
amd,1,0,1,0.571,0.244,26
양산,1,1,0,0.571,0.244,63
인텔,1,1,0,0.571,0.244,40
화웨이,1,1,0,0.571,0.244,13
lcd,1,2,-1,0.571,0.244,37
lg디스플레이,4,6,-2,3.714,0.098,138
구글,5,2,3,5.286,-0.087,84
스마트폰,4,3,1,4.286,-0.093,101
메타,1,0,1,1.429,-0.195,26
폴더블,2,3,-1,2.857,-0.319,114
엔비디아,2,4,-2,2.857,-0.319,177
모바일,1,1,0,1.857,-0.363,65
vr,1,1,0,2.0,-0.414,55
oled,6,7,-1,7.571,-0.419,289
기아,1,13,-12,2.286,-0.512,33
tv,8,10,-2,10.429,-0.574,362
lg전자,1,3,-2,2.571,-0.604,224
tcl,1,6,-5,2.714,-0.648,89
ar,1,1,0,3.0,-0.732,48
애플,5,13,-8,7.857,-0.751,253
소니,1,5,-4,3.429,-0.852,33
