term,cur,prev,diff,total,ma7,z_like
kaist,4,0,4,26,1.0,1.5
마이크로소프트,1,0,1,10,0.143,0.622
lg디스플레이,3,3,0,100,1.714,0.557
주사율,1,1,0,3,0.286,0.465
양산,2,1,1,71,1.143,0.414
태블릿,1,1,0,10,0.429,0.345
갤럭시,4,2,2,131,3.429,0.2
vr,1,0,1,17,0.857,0.074
레노버,2,2,0,62,2.0,0.0
asus,1,0,1,20,1.143,-0.069
