term,cur,prev,diff,ma7,z_like,total,date
hp,24,0,24,4.571,6.191,68,2026-01-23
tcl,18,19,-1,7.0,3.017,88,2026-01-23
xr,10,2,8,2.429,2.959,62,2026-01-23
소니,20,24,-4,8.571,2.91,69,2026-01-23
디스플레이,11,8,3,4.571,2.049,243,2026-01-23
현대모비스,5,2,3,1.0,2.0,36,2026-01-23
ar,5,0,5,1.286,1.741,33,2026-01-23
애플,12,5,7,6.286,1.629,164,2026-01-23
스마트폰,8,1,7,3.571,1.532,94,2026-01-23
벤큐,3,0,3,0.571,1.383,9,2026-01-23
올레드,3,0,3,0.571,1.383,38,2026-01-23
tv,27,33,-6,20.286,1.22,439,2026-01-23
lg디스플레이,5,1,4,2.143,1.16,108,2026-01-23
boe,3,1,2,1.286,0.803,23,2026-01-23
benq,1,0,1,0.143,0.622,1,2026-01-23
고해상도,1,0,1,0.143,0.622,2,2026-01-23
아마존,1,0,1,0.143,0.622,7,2026-01-23
퀄컴,1,0,1,0.143,0.622,29,2026-01-23
해상도,1,0,1,0.143,0.622,8,2026-01-23
공급망,1,0,1,0.429,0.345,19,2026-01-23
양산,2,0,2,1.286,0.335,35,2026-01-23
모니터,4,1,3,3.143,0.309,221,2026-01-23
삼성디스플레이,4,16,-12,3.286,0.254,161,2026-01-23
메타,1,0,1,0.571,0.244,20,2026-01-23
아이폰,3,4,-1,2.571,0.165,62,2026-01-23
갤럭시,3,6,-3,2.571,0.165,78,2026-01-23
폴더블,2,2,0,1.714,0.124,73,2026-01-23
모바일,1,3,-2,1.429,-0.195,62,2026-01-23
lg전자,6,10,-4,7.286,-0.348,365,2026-01-23
삼성전자,7,7,0,8.571,-0.4,482,2026-01-23
구글,1,0,1,2.0,-0.414,56,2026-01-23
노트북,4,4,0,5.857,-0.543,137,2026-01-23
레노버,1,14,-13,2.571,-0.604,106,2026-01-23
sk하이닉스,1,1,0,2.857,-0.69,51,2026-01-23
oled,11,27,-16,15.571,-0.924,496,2026-01-23
삼성전자,20,7,13,10.571,2.218,465,2026-01-24
삼성디스플레이,10,4,6,4.571,1.73,158,2026-01-24
인텔,4,0,4,1.143,1.381,57,2026-01-24
asus,3,0,3,0.857,1.113,13,2026-01-24
레노버,6,1,5,3.429,0.902,111,2026-01-24
amoled,1,0,1,0.143,0.622,1,2026-01-24
csot,1,0,1,0.143,0.622,3,2026-01-24
ericsson,1,0,1,0.143,0.622,1,2026-01-24
intel,1,0,1,0.143,0.622,2,2026-01-24
sharp,1,0,1,0.143,0.622,4,2026-01-24
마이크로소프트,1,0,1,0.143,0.622,2,2026-01-24
잉크젯,1,0,1,0.143,0.622,2,2026-01-24
한화시스템,1,0,1,0.143,0.622,5,2026-01-24
맥북,2,0,2,0.857,0.593,10,2026-01-24
apple,1,0,1,0.286,0.465,4,2026-01-24
amd,1,0,1,0.429,0.345,29,2026-01-24
아이패드,1,0,1,0.429,0.345,4,2026-01-24
디스플레이,5,11,-6,4.0,0.333,245,2026-01-24
벤큐,1,3,-2,0.571,0.244,6,2026-01-24
애플,6,12,-6,5.286,0.217,163,2026-01-24
ar,2,5,-3,1.571,0.19,34,2026-01-24
구글,2,1,1,2.0,0.0,56,2026-01-24
vr,1,0,1,1.143,-0.069,13,2026-01-24
양산,1,2,-1,1.286,-0.134,35,2026-01-24
boe,1,3,-2,1.286,-0.134,24,2026-01-24
lg전자,7,6,1,7.714,-0.189,360,2026-01-24
고성능,1,0,1,1.429,-0.195,24,2026-01-24
스마트폰,3,8,-5,3.714,-0.244,96,2026-01-24
tcl,5,18,-13,7.714,-0.719,93,2026-01-24
hp,2,24,-22,4.286,-0.744,70,2026-01-24
모니터,1,4,-3,3.286,-0.813,188,2026-01-24
노트북,2,4,-2,5.286,-0.996,138,2026-01-24
소니,5,20,-15,9.286,-1.059,74,2026-01-24
oled,7,11,-4,15.0,-1.642,497,2026-01-24
tv,7,27,-20,20.571,-2.452,433,2026-01-24
메타,2,0,2,0.429,0.95,22,2026-01-25
스마트폰,7,3,4,4.714,0.721,103,2026-01-25
tsmc,2,0,2,0.857,0.593,24,2026-01-25
공급망,1,0,1,0.429,0.345,18,2026-01-25
현대모비스,2,0,2,1.286,0.335,37,2026-01-25
인텔,2,4,-2,1.429,0.26,57,2026-01-25
아이폰,3,0,3,2.571,0.165,61,2026-01-25
vr,1,1,0,1.143,-0.069,14,2026-01-25
엔비디아,1,0,1,1.286,-0.134,88,2026-01-25
boe,1,1,0,1.286,-0.134,25,2026-01-25
구글,1,2,-1,1.286,-0.134,55,2026-01-25
모바일,1,0,1,1.429,-0.195,59,2026-01-25
폴더블,1,0,1,1.571,-0.254,67,2026-01-25
갤럭시,1,0,1,2.714,-0.648,76,2026-01-25
애플,3,6,-3,5.571,-0.765,164,2026-01-25
삼성디스플레이,2,10,-8,4.857,-0.892,160,2026-01-25
노트북,2,2,0,5.143,-0.962,137,2026-01-25
디스플레이,1,5,-4,4.143,-1.035,243,2026-01-25
lg전자,4,7,-3,8.143,-1.075,357,2026-01-25
소니,3,5,-2,9.714,-1.631,77,2026-01-25
tcl,1,5,-4,7.857,-1.803,94,2026-01-25
삼성전자,2,20,-18,10.0,-1.922,429,2026-01-25
tv,5,7,-2,21.143,-2.884,406,2026-01-25
oled,1,7,-6,15.143,-2.891,496,2026-01-25
사이니지,11,0,11,1.571,4.184,12,2026-01-26
lg전자,15,4,11,9.0,1.5,344,2026-01-26
구글,3,1,2,1.429,0.716,57,2026-01-26
메타,2,2,0,0.714,0.697,24,2026-01-26
lg화학,1,0,1,0.143,0.622,2,2026-01-26
샤오펑,1,0,1,0.143,0.622,2,2026-01-26
sk하이닉스,3,0,3,1.857,0.484,48,2026-01-26
sharp,1,0,1,0.286,0.465,4,2026-01-26
공급망,1,1,0,0.429,0.345,18,2026-01-26
tsmc,1,2,-1,0.714,0.155,25,2026-01-26
tv,25,5,20,24.429,0.096,415,2026-01-26
양산,1,0,1,1.143,-0.069,33,2026-01-26
vr,1,1,0,1.286,-0.134,15,2026-01-26
삼성전자,10,2,8,10.714,-0.167,409,2026-01-26
아이폰,2,3,-1,2.429,-0.168,61,2026-01-26
lg디스플레이,1,0,1,1.429,-0.195,105,2026-01-26
현대모비스,1,2,-1,1.429,-0.195,35,2026-01-26
디스플레이,4,1,3,4.714,-0.225,247,2026-01-26
레노버,3,0,3,3.857,-0.289,112,2026-01-26
ar,1,0,1,1.714,-0.309,31,2026-01-26
xr,1,0,1,2.0,-0.414,51,2026-01-26
노트북,4,2,2,5.429,-0.429,139,2026-01-26
모니터,2,0,2,3.571,-0.544,146,2026-01-26
애플,2,3,-1,5.714,-1.096,162,2026-01-26
oled,2,1,1,14.857,-2.649,490,2026-01-26
세미파이브,8,0,8,1.143,3.314,12,2026-01-27
삼성전자,28,10,18,13.286,3.168,434,2026-01-27
tcl,22,0,22,10.857,2.594,112,2026-01-27
백플레인,5,0,5,0.714,2.323,5,2026-01-27
기아,5,0,5,1.143,1.864,62,2026-01-27
맥북,4,0,4,0.857,1.632,14,2026-01-27
갤럭시,8,0,8,3.714,1.464,83,2026-01-27
tv,37,25,12,28.714,1.303,443,2026-01-27
노트북,9,4,5,4.857,1.293,145,2026-01-27
asus,4,0,4,1.286,1.272,17,2026-01-27
디스플레이,10,4,6,6.0,1.16,256,2026-01-27
그램,2,0,2,0.286,1.117,31,2026-01-27
lg디스플레이,4,1,3,1.857,0.907,109,2026-01-27
애플,8,2,6,5.286,0.823,167,2026-01-27
사이니지,4,11,-7,2.143,0.754,16,2026-01-27
hdr,1,0,1,0.143,0.622,8,2026-01-27
hisense,1,0,1,0.143,0.622,1,2026-01-27
벤츠,1,0,1,0.143,0.622,17,2026-01-27
하이센스,1,0,1,0.143,0.622,24,2026-01-27
tsmc,2,1,1,0.857,0.593,27,2026-01-27
메타,2,2,0,1.0,0.5,25,2026-01-27
csot,1,0,1,0.286,0.465,4,2026-01-27
아이패드,1,0,1,0.286,0.465,5,2026-01-27
양산,2,1,1,1.143,0.414,35,2026-01-27
amd,1,0,1,0.429,0.345,29,2026-01-27
엔비디아,2,0,2,1.429,0.26,82,2026-01-27
sk하이닉스,2,3,-1,1.429,0.26,49,2026-01-27
구글,2,3,-1,1.429,0.26,59,2026-01-27
스마트폰,5,0,5,4.571,0.137,102,2026-01-27
폴더블,1,0,1,0.857,0.074,63,2026-01-27
vr,1,1,0,1.0,0.0,16,2026-01-27
모바일,1,0,1,1.286,-0.134,54,2026-01-27
ar,1,1,0,1.286,-0.134,32,2026-01-27
모니터,3,2,1,3.857,-0.289,141,2026-01-27
아이폰,1,2,-1,2.0,-0.414,61,2026-01-27
lg전자,7,15,-8,9.714,-0.659,348,2026-01-27
hp,1,0,1,4.143,-1.035,70,2026-01-27
oled,8,2,6,14.143,-1.29,493,2026-01-27
소니,4,0,4,10.286,-1.494,81,2026-01-27
oled,22,8,14,11.143,2.503,486,2026-01-28
