term,cur,prev,diff,total,ma7,z_like
사이니지,4,1,3,25,1.143,1.381
퀄컴,2,0,2,10,0.714,0.697
모바일,2,0,2,27,0.714,0.697
구글,3,1,2,65,1.571,0.634
sk온,1,0,1,1,0.143,0.622
마이크로소프트,1,0,1,3,0.143,0.622
화웨이,1,0,1,3,0.143,0.622
삼성전자,18,3,15,413,15.429,0.522
공급망,1,0,1,12,0.286,0.465
tsmc,1,0,1,25,0.429,0.345
양산,3,0,3,61,2.286,0.284
oled,6,0,6,305,5.429,0.172
hp,3,0,3,80,2.571,0.165
lcd,1,0,1,26,0.714,0.155
lg디스플레이,3,0,3,101,2.714,0.108
byd,1,1,0,13,1.0,0.0
ar,1,0,1,36,1.286,-0.134
모니터,1,1,0,82,1.429,-0.195
엔비디아,2,2,0,60,2.571,-0.219
갤럭시,2,1,1,93,2.714,-0.27
xr,3,1,2,67,4.143,-0.377
lg전자,6,2,4,287,7.429,-0.383
폴더블,1,1,0,48,2.429,-0.558
노트북,1,1,0,129,2.714,-0.648
현대모비스,1,0,1,51,3.857,-0.964
디스플레이,1,0,1,233,10.143,-2.185
