term,cur,prev,diff,total,ma7,z_like
etri,9,0,9,26,1.286,3.615
sk하이닉스,9,1,8,87,3.286,2.032
메타,4,3,1,33,1.0,1.5
amd,3,0,3,10,0.571,1.383
비보,2,0,2,7,0.429,0.95
카카오,2,1,1,10,0.429,0.95
tv,8,1,7,279,5.0,0.927
구글,3,1,2,48,1.143,0.898
게이밍모니터,2,0,2,13,0.571,0.814
양산,3,2,1,37,1.286,0.803
인텔,2,0,2,34,0.714,0.697
8k,1,0,1,1,0.143,0.622
qled,1,0,1,1,0.143,0.622
노키아,1,0,1,1,0.143,0.622
패드,1,0,1,1,0.143,0.622
편광판,1,0,1,1,0.143,0.622
픽셀,1,0,1,1,0.143,0.622
잉크젯,1,0,1,3,0.143,0.622
프로아트,1,0,1,12,0.143,0.622
boe,2,1,1,38,0.857,0.593
고효율,1,0,1,4,0.286,0.465
tsmc,1,1,0,17,0.286,0.465
hp,2,2,0,23,1.143,0.414
벤큐,1,1,0,8,0.429,0.345
아이폰,3,0,3,75,2.286,0.284
레노버,3,1,2,79,2.286,0.284
csot,1,0,1,9,0.714,0.155
태블릿,1,0,1,16,0.714,0.155
sharp,1,1,0,18,0.714,0.155
ar,2,1,1,46,2.429,-0.168
맥북,2,0,2,44,3.429,-0.501
노트북,1,1,0,104,2.286,-0.512
아이패드,1,0,1,29,3.0,-0.732
