cluster_id,keywords
0,서버
1,"미국, 솔루션, 벤츠, 디스플레이, 레노버, 오디세, 엔비디아, 메이플, 캠페, 브랜드, 손실, 팝업, 샤오미, 문화, 최초, 기존, 역할, 없이, 카카오, 사장, 인기, 인사, 관광, 양산, 넥슨, 순천향대, 맥북, 퀄컴, 픽티바, 공간, 지원, 쿠팡, 오비맥주, 고성능, 익산, 정관장, 게이밍, 박무빈, 게임, 연준, 때문, 서비스, 이상, 아모레퍼시픽"
2,"스마트폰, 삼성"
3,"중국, 홍콩"
4,"개발, 효율"
5,노트북
6,반도체
7,"애플, 모니터, 혁신상, 구글, OLED, 생산, 제조, 시스템, 데이터센터, 소재, 설계, 지적, 인텔, 매출, 특허, 분석, 전기차, 상품"
