term,cur,prev,diff,ma7,z_like,total
맥북,6,1,5,1.286,2.209,26
vr,4,1,3,0.857,1.632,23
sharp,2,0,2,0.286,1.117,8
애플,9,4,5,5.714,0.969,158
갤럭시,5,3,2,2.857,0.797,81
byd,2,1,1,0.714,0.697,17
아이폰,3,1,2,1.571,0.634,67
알파벳,1,0,1,0.143,0.622,5
hp,1,0,1,0.286,0.465,56
kaist,1,0,1,0.571,0.244,23
현대모비스,1,0,1,0.714,0.155,49
메타,1,0,1,0.857,0.074,22
모바일,1,0,1,0.857,0.074,29
삼성전자,8,6,2,8.0,0.0,400
스마트폰,2,2,0,2.0,0.0,84
boe,1,1,0,1.0,0.0,28
노트북,3,2,1,3.143,-0.052,113
엔비디아,2,0,2,2.286,-0.114,56
tv,5,4,1,5.571,-0.17,366
ar,1,1,0,1.429,-0.195,42
lg디스플레이,1,0,1,1.571,-0.254,118
sk하이닉스,2,3,-1,2.714,-0.27,61
구글,1,0,1,1.714,-0.309,45
디스플레이,4,1,3,5.286,-0.39,185
카카오,2,0,2,3.143,-0.412,39
폴더블,1,1,0,2.714,-0.648,54
모니터,1,0,1,4.0,-1.0,85
oled,2,2,0,8.857,-1.725,285
