term,cur,diff,z_like
oled,40,37,5.86
양산,13,11,4.13
lg디스플레이,21,20,3.98
퀄컴,7,7,2.83
삼성전자,15,9,2.74
amd,6,5,2.35
레노버,6,6,2.21
메타,4,4,1.95
tv,10,8,1.93
