term,cur,prev,diff,ma7,z_like,total
tv,67,7,60,14.714,10.812,391
oled,43,13,30,12.857,6.573,498
소니,16,0,16,2.286,5.46,25
모니터,16,1,15,4.286,3.815,222
tcl,11,1,10,2.143,3.595,51
삼성전자,19,10,9,8.286,2.762,521
갤럭시,8,1,7,2.0,2.485,72
lg전자,19,2,17,10.429,2.027,355
스마트폰,8,4,4,3.0,1.83,94
엔비디아,5,1,4,1.714,1.423,91
레노버,3,0,3,0.714,1.239,96
boe,3,0,3,0.857,1.113,19
노트북,9,13,-4,5.714,0.969,135
모바일,3,0,3,1.143,0.898,67
vr,3,3,0,1.143,0.898,13
기아,2,1,1,0.571,0.814,59
byd,1,0,1,0.143,0.622,4
galaxy,1,0,1,0.143,0.622,4
ltpo,1,0,1,0.143,0.622,1
udc,1,0,1,0.143,0.622,3
올레드,1,0,1,0.143,0.622,36
요가,1,0,1,0.143,0.622,1
편광판,1,0,1,0.143,0.622,3
kaist,1,0,1,0.286,0.465,27
qled,1,0,1,0.286,0.465,7
생산능력,1,0,1,0.286,0.465,5
픽셀,1,1,0,0.286,0.465,7
고효율,1,0,1,0.429,0.345,4
asus,1,1,0,0.429,0.345,9
카카오,1,1,0,0.429,0.345,12
lcd,2,2,0,1.286,0.335,30
양산,2,2,0,1.286,0.335,33
hp,2,2,0,1.429,0.26,45
amd,1,1,0,0.571,0.244,28
고성능,1,1,0,0.571,0.244,17
lg디스플레이,2,1,1,1.857,0.06,124
sk하이닉스,3,5,-2,3.143,-0.052,50
xr,1,0,1,1.571,-0.254,54
인텔,2,1,1,2.714,-0.27,52
tsmc,1,1,0,1.714,-0.309,23
아이폰,1,4,-3,2.0,-0.414,65
구글,1,2,-1,2.429,-0.558,60
디스플레이,3,1,2,7.857,-1.277,238
애플,1,11,-10,6.0,-1.449,170
