term,cur,prev,diff,ma7,z_like,total
tcl,19,9,10,4.429,4.694,57
tv,23,9,14,6.714,4.535,226
삼성전자,49,18,31,25.429,3.901,498
모바일,9,2,7,3.571,1.879,50
dell,4,1,3,0.714,1.781,10
삼성디스플레이,7,10,-3,3.857,1.06,75
고효율,2,0,2,0.429,0.95,5
현대모비스,2,0,2,0.429,0.95,4
퀄컴,2,1,1,0.571,0.814,22
ar,3,2,1,1.286,0.803,65
디스플레이,11,26,-15,8.143,0.741,194
메타,2,0,2,0.714,0.697,21
양산,3,1,2,1.571,0.634,60
kaist,3,2,1,1.571,0.634,33
lg화학,1,0,1,0.143,0.622,3
인텔,1,0,1,0.143,0.622,32
한미반도체,1,0,1,0.143,0.622,12
맥북,1,1,0,0.286,0.465,15
미디어텍,1,0,1,0.429,0.345,5
소니,1,0,1,0.429,0.345,10
아마존,1,0,1,0.429,0.345,18
오포,1,0,1,0.429,0.345,4
sk하이닉스,3,3,0,2.286,0.284,73
갤럭시,7,3,4,6.429,0.162,152
구글,2,0,2,1.714,0.124,94
lg디스플레이,1,2,-1,1.0,0.0,64
엔비디아,7,6,1,7.286,-0.077,172
샤오미,1,2,-1,1.429,-0.195,29
amd,1,10,-9,1.571,-0.254,15
벤츠,1,11,-10,1.714,-0.309,38
레노버,3,22,-19,4.571,-0.501,78
xr,1,5,-4,2.286,-0.512,75
카카오,1,1,0,2.857,-0.69,45
lg전자,8,11,-3,11.571,-0.811,300
폴더블,3,9,-6,7.0,-1.097,244
아이폰,1,3,-2,4.429,-1.104,119
노트북,2,12,-10,6.571,-1.283,119
oled,5,10,-5,10.571,-1.311,318
애플,4,12,-8,11.143,-1.647,341
