term,cur,prev,diff,total,ma7,z_like
엔비디아,24,7,17,145,8.0,4.179
삼성전자,24,16,8,452,15.429,1.739
xr,13,6,7,105,5.429,2.274
oled,11,14,-3,363,12.0,-0.224
애플,9,3,6,239,7.857,0.301
노트북,6,3,3,125,3.429,0.902
sk하이닉스,6,1,5,62,3.429,0.902
vr,5,2,3,28,1.286,1.741
모니터,5,5,0,122,5.143,-0.044
lg디스플레이,5,9,-4,114,5.714,-0.211
디스플레이,5,2,3,287,10.0,-1.201
ar,4,3,1,40,2.0,0.828
공급망,4,3,1,31,2.0,0.828
맥북,4,0,4,97,3.429,0.2
아이폰,4,2,2,76,5.429,-0.429
tv,4,4,0,357,6.571,-0.722
모바일,3,0,3,50,0.571,1.383
구글,3,1,2,65,1.714,0.557
갤럭시,3,1,2,248,3.429,-0.15
asus,2,0,2,14,0.714,0.697
tcl,2,3,-1,90,1.714,0.124
태블릿,2,0,2,16,1.857,0.06
레노버,2,0,2,67,2.857,-0.319
lg전자,2,8,-6,213,3.429,-0.501
폴더블,2,1,1,53,3.714,-0.586
화웨이,1,0,1,11,0.143,0.622
벤큐,1,0,1,10,0.143,0.622
에어팟,1,0,1,4,0.143,0.622
csot,1,0,1,1,0.143,0.622
ltpo,1,0,1,1,0.143,0.622
z폴드,1,0,1,1,0.143,0.622
인텔,1,0,1,16,0.286,0.465
카카오,1,0,1,15,0.286,0.465
게이밍모니터,1,0,1,3,0.429,0.345
boe,1,0,1,35,0.714,0.155
퀄컴,1,0,1,33,0.714,0.155
lcd,1,0,1,22,0.857,0.074
amd,1,0,1,22,1.0,0.0
현대모비스,1,0,1,20,1.0,0.0
tsmc,1,0,1,15,1.0,0.0
스마트폰,1,2,-1,112,3.0,-0.732
삼성디스플레이,1,0,1,72,3.714,-0.927
