term,cur,prev,diff,total,ma7,z_like
vr,5,2,3,28,1.286,1.741
모바일,3,0,3,50,0.571,1.383
sk하이닉스,6,1,5,62,3.429,0.902
노트북,6,3,3,125,3.429,0.902
공급망,4,3,1,31,2.0,0.828
ar,4,3,1,40,2.0,0.828
asus,2,0,2,14,0.714,0.697
csot,1,0,1,1,0.143,0.622
ltpo,1,0,1,1,0.143,0.622
z폴드,1,0,1,1,0.143,0.622
에어팟,1,0,1,4,0.143,0.622
벤큐,1,0,1,10,0.143,0.622
화웨이,1,0,1,11,0.143,0.622
구글,3,1,2,65,1.714,0.557
카카오,1,0,1,15,0.286,0.465
인텔,1,0,1,16,0.286,0.465
게이밍모니터,1,0,1,3,0.429,0.345
애플,9,3,6,239,7.857,0.301
맥북,4,0,4,97,3.429,0.2
퀄컴,1,0,1,33,0.714,0.155
boe,1,0,1,35,0.714,0.155
lcd,1,0,1,22,0.857,0.074
태블릿,2,0,2,16,1.857,0.06
tsmc,1,0,1,15,1.0,0.0
현대모비스,1,0,1,20,1.0,0.0
amd,1,0,1,22,1.0,0.0
갤럭시,3,1,2,248,3.429,-0.15
레노버,2,0,2,67,2.857,-0.319
아이폰,4,2,2,76,5.429,-0.429
폴더블,2,1,1,53,3.714,-0.586
삼성디스플레이,1,0,1,72,3.714,-0.927
디스플레이,5,2,3,287,10.0,-1.201
