term,cur,prev,diff,ma7,z_like,total
기아,9,2,7,2.571,2.469,30
삼성전자,28,28,0,18.143,1.874,543
갤럭시,3,2,1,1.429,0.716,89
삼성디스플레이,12,12,0,9.286,0.671,105
capex,1,0,1,0.143,0.622,1
tsmc,1,0,1,0.143,0.622,10
노키아,1,0,1,0.143,0.622,2
벤큐,1,0,1,0.143,0.622,4
잉크젯,1,0,1,0.143,0.622,2
필립스,1,0,1,0.143,0.622,4
고성능,2,4,-2,1.0,0.5,30
ar,1,0,1,0.286,0.465,35
vr,1,0,1,0.286,0.465,11
샤오미,1,0,1,0.286,0.465,28
퀀텀닷,1,0,1,0.286,0.465,2
boe,3,4,-1,2.143,0.348,34
4k,1,0,1,0.429,0.345,8
sharp,1,0,1,0.429,0.345,12
메타,1,0,1,0.429,0.345,14
저전력,1,0,1,0.429,0.345,7
모바일,2,0,2,1.286,0.335,45
구글,2,2,0,1.286,0.335,33
amd,1,0,1,0.714,0.155,50
asus,1,0,1,0.714,0.155,18
태블릿,1,2,-1,0.714,0.155,23
인텔,2,0,2,1.714,0.124,68
xr,3,8,-5,2.714,0.108,114
nvidia,1,1,0,1.0,0.0,23
sk하이닉스,2,2,0,2.143,-0.058,50
양산,1,1,0,1.143,-0.069,18
벤츠,5,0,5,5.286,-0.087,154
tv,5,7,-2,5.857,-0.251,221
lg전자,5,14,-9,6.143,-0.329,194
모니터,2,0,2,3.0,-0.366,112
스마트폰,1,3,-2,2.143,-0.464,76
노트북,2,3,-1,3.429,-0.501,104
애플,3,3,0,5.286,-0.693,227
폴더블,1,12,-11,3.143,-0.773,86
lg디스플레이,4,8,-4,6.857,-0.79,118
디스플레이,5,12,-7,9.714,-1.145,197
엔비디아,3,16,-13,8.857,-1.473,239
oled,6,22,-16,14.143,-1.71,283
