org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,9,80.8763,0.2327,0.8326,80.8763
AMD,8,28.7332,0.0226,0.2958,28.7332
AMD,4,25.6464,0.0171,0.2640,25.6464
AMD,5,24.0248,0.0251,0.2473,24.0248
AMD,1,19.4120,0.0516,0.1998,19.4120
AMD,6,12.1835,0.0095,0.1254,12.1835
AMD,0,11.0904,0.0077,0.1142,11.0904
AMD,7,9.7601,0.0267,0.1005,9.7601
AMD,3,8.0883,0.0195,0.0833,8.0883
AMD,2,4.9520,0.0184,0.0510,4.9520
AUO,0,30.4985,0.0213,0.6608,30.4985
AUO,4,24.2602,0.0162,0.5256,24.2602
AUO,6,16.4836,0.0129,0.3571,16.4836
AUO,5,12.0124,0.0126,0.2603,12.0124
AUO,8,11.9138,0.0094,0.2581,11.9138
AUO,7,5.2554,0.0144,0.1139,5.2554
AUO,1,4.8530,0.0129,0.1051,4.8530
AUO,3,1.6177,0.0039,0.0350,1.6177
BMW,4,11.7835,0.0079,0.6743,11.7835
BMW,1,8.0883,0.0215,0.4629,8.0883
BMW,0,6.9315,0.0048,0.3967,6.9315
BMW,8,4.2049,0.0033,0.2406,4.2049
BMW,5,3.7539,0.0039,0.2148,3.7539
BMW,3,3.2353,0.0078,0.1851,3.2353
BMW,6,2.1500,0.0017,0.1230,2.1500
BMW,2,1.9808,0.0074,0.1134,1.9808
BMW,7,1.5016,0.0041,0.0859,1.5016
BOE,0,90.1091,0.0629,0.4944,90.1091
BOE,6,88.8680,0.0693,0.4876,88.8680
BOE,4,77.6325,0.0519,0.4260,77.6325
BOE,5,75.0776,0.0785,0.4119,75.0776
BOE,8,67.9786,0.0535,0.3730,67.9786
BOE,7,20.2710,0.0556,0.1112,20.2710
BOE,1,15.3678,0.0409,0.0843,15.3678
BOE,3,13.7501,0.0331,0.0754,13.7501
BOE,2,8.9136,0.0331,0.0489,8.9136
BYD,4,12.4766,0.0083,0.5810,12.4766
BYD,0,9.0109,0.0063,0.4196,9.0109
BYD,5,9.0093,0.0094,0.4196,9.0093
BYD,6,7.8835,0.0061,0.3671,7.8835
BYD,1,6.4707,0.0172,0.3013,6.4707
BYD,3,4.8530,0.0117,0.2260,4.8530
BYD,8,2.8032,0.0022,0.1305,2.8032
BYD,7,2.2523,0.0062,0.1049,2.2523
BYD,9,1.2637,0.0036,0.0588,1.2637
BYD,2,0.9904,0.0037,0.0461,0.9904
CES,0,2.0794,0.0015,0.5629,2.0794
CES,4,2.0794,0.0014,0.5629,2.0794
CES,5,1.5016,0.0016,0.4065,1.5016
CES,9,1.2637,0.0036,0.3421,1.2637
CES,1,0.8088,0.0022,0.2190,0.8088
CES,8,0.7008,0.0006,0.1897,0.7008
CSOT,6,51.6008,0.0402,0.5231,51.6008
CSOT,0,48.5203,0.0338,0.4919,48.5203
CSOT,8,39.9462,0.0314,0.4049,39.9462
CSOT,4,38.1231,0.0255,0.3865,38.1231
CSOT,5,37.5388,0.0392,0.3805,37.5388
CSOT,3,10.5148,0.0253,0.1066,10.5148
CSOT,7,8.2585,0.0226,0.0837,8.2585
CSOT,1,6.4707,0.0172,0.0656,6.4707
CSOT,2,5.9424,0.0221,0.0602,5.9424
ETRI,6,0.7167,0.0006,0.5902,0.7167
ETRI,0,0.6931,0.0005,0.5708,0.6931
ETRI,4,0.6931,0.0005,0.5708,0.6931
IEC,4,7.6246,0.0051,0.8058,7.6246
IEC,0,4.1589,0.0029,0.4395,4.1589
IEC,8,2.8032,0.0022,0.2963,2.8032
IEC,7,2.2523,0.0062,0.2380,2.2523
IEC,3,0.8088,0.0019,0.0855,0.8088
IEC,6,0.7167,0.0006,0.0757,0.7167
IEEE,4,4.8520,0.0032,0.5709,4.8520
IEEE,0,3.4657,0.0024,0.4078,3.4657
IEEE,3,3.2353,0.0078,0.3806,3.2353
IEEE,6,2.8667,0.0022,0.3373,2.8667
IEEE,8,2.8032,0.0022,0.3298,2.8032
IEEE,5,2.2523,0.0024,0.2650,2.2523
IEEE,7,2.2523,0.0062,0.2650,2.2523
ITU,4,7.6246,0.0051,0.8058,7.6246
ITU,0,4.1589,0.0029,0.4395,4.1589
ITU,8,2.8032,0.0022,0.2963,2.8032
ITU,7,2.2523,0.0062,0.2380,2.2523
ITU,3,0.8088,0.0019,0.0855,0.8088
ITU,6,0.7167,0.0006,0.0757,0.7167
Innolux,0,32.5779,0.0227,0.6156,32.5779
Innolux,4,29.1122,0.0194,0.5501,29.1122
Innolux,6,16.4836,0.0129,0.3115,16.4836
Innolux,5,15.0155,0.0157,0.2837,15.0155
Innolux,8,12.6146,0.0099,0.2384,12.6146
Innolux,1,10.5148,0.0280,0.1987,10.5148
Innolux,3,9.7060,0.0234,0.1834,9.7060
Innolux,7,4.5047,0.0123,0.0851,4.5047
Innolux,9,2.5274,0.0073,0.0478,2.5274
Innolux,2,1.9808,0.0074,0.0374,1.9808
IoT,4,19.4081,0.0130,0.5701,19.4081
IoT,0,17.3287,0.0121,0.5090,17.3287
IoT,1,11.3236,0.0301,0.3326,11.3236
IoT,5,10.5109,0.0110,0.3088,10.5109
IoT,3,8.8971,0.0214,0.2614,8.8971
IoT,6,8.6001,0.0067,0.2526,8.6001
IoT,8,7.7089,0.0061,0.2265,7.7089
IoT,7,4.5047,0.0123,0.1323,4.5047
IoT,9,2.5274,0.0073,0.0742,2.5274
IoT,2,1.9808,0.0074,0.0582,1.9808
JDI,6,12.9002,0.0101,0.5128,12.9002
JDI,8,11.9138,0.0094,0.4736,11.9138
JDI,0,11.7835,0.0082,0.4684,11.7835
JDI,4,11.7835,0.0079,0.4684,11.7835
JDI,5,6.0062,0.0063,0.2387,6.0062
JDI,1,2.4265,0.0065,0.0965,2.4265
JDI,3,1.6177,0.0039,0.0643,1.6177
JDI,7,1.5016,0.0041,0.0597,1.5016
KAIST,4,7.6246,0.0051,0.8058,7.6246
KAIST,0,4.1589,0.0029,0.4395,4.1589
KAIST,8,2.8032,0.0022,0.2963,2.8032
KAIST,7,2.2523,0.0062,0.2380,2.2523
KAIST,3,0.8088,0.0019,0.0855,0.8088
KAIST,6,0.7167,0.0006,0.0757,0.7167
LG디스플레이,6,144.7689,0.1129,0.5313,144.7689
LG디스플레이,0,140.7089,0.0982,0.5164,140.7089
LG디스플레이,8,119.8385,0.0943,0.4398,119.8385
LG디스플레이,4,111.5967,0.0745,0.4095,111.5967
LG디스플레이,5,75.0776,0.0785,0.2755,75.0776
LG디스플레이,3,21.0296,0.0507,0.0772,21.0296
LG디스플레이,7,17.2679,0.0473,0.0634,17.2679
LG디스플레이,1,12.9413,0.0344,0.0475,12.9413
LG디스플레이,2,11.8848,0.0441,0.0436,11.8848
LG디스플레이,9,1.2637,0.0036,0.0046,1.2637
LG전자,3,84.1185,0.2027,0.4413,84.1185
LG전자,9,83.4037,0.2400,0.4376,83.4037
LG전자,0,72.7805,0.0508,0.3818,72.7805
LG전자,4,72.7805,0.0486,0.3818,72.7805
LG전자,8,70.7818,0.0557,0.3714,70.7818
LG전자,6,51.6008,0.0402,0.2707,51.6008
LG전자,5,46.5481,0.0487,0.2442,46.5481
LG전자,1,37.2063,0.0989,0.1952,37.2063
LG전자,7,19.5202,0.0535,0.1024,19.5202
LG전자,2,9.9040,0.0368,0.0520,9.9040
LG화학,4,18.7150,0.0125,0.7397,18.7150
LG화학,0,13.8629,0.0097,0.5479,13.8629
LG화학,5,6.0062,0.0063,0.2374,6.0062
LG화학,8,5.6065,0.0044,0.2216,5.6065
LG화학,6,4.3001,0.0034,0.1700,4.3001
LG화학,3,3.2353,0.0078,0.1279,3.2353
LG화학,1,0.8088,0.0022,0.0320,0.8088
LG화학,7,0.7508,0.0021,0.0297,0.7508
SID,0,6.2383,0.0044,0.6295,6.2383
SID,4,5.5452,0.0037,0.5596,5.5452
SID,6,3.5834,0.0028,0.3616,3.5834
SID,5,3.0031,0.0031,0.3031,3.0031
SID,8,2.1024,0.0017,0.2122,2.1024
SID,9,1.2637,0.0036,0.1275,1.2637
SID,1,0.8088,0.0022,0.0816,0.8088
SK하이닉스,8,38.5446,0.0303,0.6252,38.5446
SK하이닉스,4,32.5779,0.0218,0.5285,32.5779
SK하이닉스,0,22.1807,0.0155,0.3598,22.1807
SK하이닉스,5,18.7694,0.0196,0.3045,18.7694
SK하이닉스,6,15.7669,0.0123,0.2558,15.7669
SK하이닉스,7,8.2585,0.0226,0.1340,8.2585
SK하이닉스,3,7.2795,0.0175,0.1181,7.2795
SK하이닉스,1,4.8530,0.0129,0.0787,4.8530
SK하이닉스,2,3.9616,0.0147,0.0643,3.9616
Semiconductor,4,10.3972,0.0069,0.6687,10.3972
Semiconductor,0,9.7041,0.0068,0.6241,9.7041
Semiconductor,5,3.7539,0.0039,0.2414,3.7539
Semiconductor,6,3.5834,0.0028,0.2305,3.5834
Semiconductor,3,2.4265,0.0058,0.1561,2.4265
Semiconductor,8,2.1024,0.0017,0.1352,2.1024
Semiconductor,7,1.5016,0.0041,0.0966,1.5016
TCL,0,47.1340,0.0329,0.5540,47.1340
TCL,6,43.0007,0.0335,0.5054,43.0007
TCL,4,32.5779,0.0218,0.3829,32.5779
TCL,8,28.7332,0.0226,0.3377,28.7332
TCL,5,27.0279,0.0283,0.3177,27.0279
TCL,3,21.0296,0.0507,0.2472,21.0296
TCL,7,9.0093,0.0247,0.1059,9.0093
TCL,2,3.9616,0.0147,0.0466,3.9616
TCL,1,3.2353,0.0086,0.0380,3.2353
TCL,9,1.2637,0.0036,0.0149,1.2637
TSMC,4,17.3287,0.0116,0.5998,17.3287
TSMC,5,15.0155,0.0157,0.5197,15.0155
TSMC,8,10.5122,0.0083,0.3638,10.5122
TSMC,0,10.3972,0.0073,0.3599,10.3972
TSMC,6,7.8835,0.0061,0.2729,7.8835
TSMC,1,4.0442,0.0108,0.1400,4.0442
TSMC,3,2.4265,0.0058,0.0840,2.4265
TSMC,7,2.2523,0.0062,0.0780,2.2523
TSMC,2,0.9904,0.0037,0.0343,0.9904
Tianma,0,32.5779,0.0227,0.5996,32.5779
Tianma,6,27.2338,0.0212,0.5013,27.2338
Tianma,4,21.4876,0.0144,0.3955,21.4876
Tianma,5,18.0186,0.0188,0.3317,18.0186
Tianma,8,16.8194,0.0132,0.3096,16.8194
Tianma,1,5.6618,0.0151,0.1042,5.6618
Tianma,2,4.9520,0.0184,0.0911,4.9520
Tianma,7,4.5047,0.0123,0.0829,4.5047
Tianma,3,1.6177,0.0039,0.0298,1.6177
Toray,0,4.1589,0.0029,0.8122,4.1589
Toray,4,2.0794,0.0014,0.4061,2.0794
Toray,1,1.6177,0.0043,0.3159,1.6177
Toray,2,0.9904,0.0037,0.1934,0.9904
Toray,6,0.7167,0.0006,0.1400,0.7167
Toray,8,0.7008,0.0006,0.1369,0.7008
UDC,0,3.4657,0.0024,0.7279,3.4657
UDC,6,2.1500,0.0017,0.4516,2.1500
UDC,4,2.0794,0.0014,0.4368,2.0794
UDC,3,0.8088,0.0019,0.1699,0.8088
UDC,7,0.7508,0.0021,0.1577,0.7508
UDC,8,0.7008,0.0006,0.1472,0.7008
Visionox,6,25.8004,0.0201,0.6203,25.8004
Visionox,0,22.1807,0.0155,0.5332,22.1807
Visionox,4,18.0218,0.0120,0.4333,18.0218
Visionox,8,13.3154,0.0105,0.3201,13.3154
