topic_id,word,prob
0,디스플레이,1.0
0,oled,0.9601247380577428
0,tv,0.6677958582381803
0,기술,0.5382007228221624
0,led,0.4628261313014154
0,중국,0.36308158287617864
0,마이크로,0.2808159623442391
0,장비,0.2624789455647035
0,lcd,0.22627433022813612
0,핵심,0.22450380526089275
1,브랜드,1.0
1,홍콩,0.9075404851143667
1,korea,0.8261009815981066
1,구매,0.6732115201514901
1,said,0.6641202583654567
1,할인,0.6346688983584449
1,lee,0.5904927854782025
1,공식,0.5548299551500883
1,고객,0.5323549225801524
1,것이,0.5104826123699097
2,apec,1.0
2,ceo,0.6387553778840321
2,서밋,0.38014855643496737
2,ceo 서밋,0.3715292389372625
2,방산,0.36290947354957875
2,발광재료,0.3284279644855639
2,정상회의,0.30256789528298145
2,apec 정상회의,0.29394772732619917
2,공식,0.2680874713522553
2,한화는,0.22498638367190496
3,인도,1.0
3,lg전자는,0.7538614965608313
3,lg전자,0.6396044039048682
3,센서,0.5142595744794762
3,현지,0.38705946432500954
3,그래서,0.373900512116549
3,가전,0.3407450207926199
3,인도법인,0.33665483032075405
3,보면,0.3353398906942154
3,센서를,0.3256094803500398
4,ai,1.0
4,반도체,0.7595042685405762
4,미국,0.5080578845448129
4,기술,0.4931694292127859
4,핵심,0.48266956817464124
4,전기차,0.45685604454527734
4,산업,0.39428833721141077
4,중국,0.3823263476023171
4,자동차,0.3737244988061087
4,디스플레이,0.2897725214773387
5,미국,1.0
5,중국,0.3450308450433694
5,투자,0.31664752980543465
5,철강,0.2723197101360146
5,하락,0.24214400040055764
5,추가,0.23339204337494626
5,트럼프,0.22212200594794554
5,무역,0.20643393172551652
5,중국의,0.20252012320922272
5,가격,0.20193091148381676
6,oled,1.0
6,패널,0.8373944331759096
6,중국,0.5744049146915624
6,lcd,0.4313503401438047
6,한국,0.4272835672413662
6,출하량이,0.4240052643928141
6,스마트폰,0.3717228503029494
6,3분기,0.32920110872904135
6,애플,0.31219260102845586
6,광학,0.30769137262870283
7,ai,1.0
7,ag,0.6507300545269606
7,aw,0.5236894798904431
7,4k,0.5227015876292287
7,ptz,0.48134262167823394
7,기능,0.45444260161437644
7,카메라,0.3920789298563422
7,스마트폰,0.35968029758444864
7,지원한다,0.34149830918431073
7,ndi,0.34018642763766693
8,oled,1.0
8,3분기,0.5718328472720017
8,반도체,0.5050280413244328
8,실적,0.4714740351674231
8,매출,0.3121834646174797
8,패널,0.3079212344433222
8,ai,0.2709073285685567
8,영업이익,0.2648969126141084
8,동기,0.2642154240138003
8,전년,0.26024448791247007
9,상품을,1.0
9,빡세일,0.7039061844790829
9,선보인다,0.6805485466513324
9,매일,0.44049014784384855
9,최저가,0.4213133200524394
9,가을,0.4130752802491771
9,패션,0.3819533545303399
9,판매한다,0.35765711102247444
9,인기,0.32400943377885766
9,식품,0.32341656286520143
