org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,9,10.3553,0.0355,0.4625,10.3553
AMD,3,8.2757,0.0238,0.3696,8.2757
AMD,4,8.1363,0.0224,0.3634,8.1363
AMD,5,6.3378,0.0172,0.2830,6.3378
AMD,12,6.2327,0.0229,0.2784,6.2327
AMD,10,6.0187,0.0193,0.2688,6.0187
AMD,8,5.9173,0.0164,0.2643,5.9173
AMD,6,5.2664,0.0222,0.2352,5.2664
AMD,2,5.2376,0.0194,0.2339,5.2376
AMD,7,4.9392,0.0206,0.2206,4.9392
AMD,0,3.2317,0.0200,0.1443,3.2317
AMD,13,2.9097,0.0092,0.1300,2.9097
AMD,1,2.8625,0.0103,0.1278,2.8625
AMD,11,1.5865,0.0073,0.0709,1.5865
BOE,3,25.5794,0.0736,0.4519,25.5794
BOE,13,23.2780,0.0736,0.4112,23.2780
BOE,8,21.4503,0.0595,0.3790,21.4503
BOE,7,20.5800,0.0859,0.3636,20.5800
BOE,11,16.6578,0.0766,0.2943,16.6578
BOE,4,13.3140,0.0367,0.2352,13.3140
BOE,5,12.6755,0.0345,0.2239,12.6755
BOE,2,12.2212,0.0452,0.2159,12.2212
BOE,1,10.7343,0.0388,0.1896,10.7343
BOE,9,8.8760,0.0305,0.1568,8.8760
BOE,12,8.5700,0.0315,0.1514,8.5700
BOE,6,6.7710,0.0285,0.1196,6.7710
BOE,0,5.6555,0.0350,0.0999,5.6555
BOE,10,3.7617,0.0121,0.0665,3.7617
CES,13,1.4549,0.0046,0.5994,1.4549
CES,5,1.4084,0.0038,0.5803,1.4084
CES,7,0.8232,0.0034,0.3392,0.8232
CES,3,0.7523,0.0022,0.3100,0.7523
CES,8,0.7397,0.0021,0.3047,0.7397
CSOT,13,9.4567,0.0299,0.6035,9.4567
CSOT,8,8.1363,0.0226,0.5192,8.1363
CSOT,7,4.9392,0.0206,0.3152,4.9392
CSOT,3,4.5140,0.0130,0.2881,4.5140
CSOT,4,3.6983,0.0102,0.2360,3.6983
CSOT,1,2.8625,0.0103,0.1827,2.8625
CSOT,5,2.8168,0.0077,0.1797,2.8168
CSOT,2,2.6188,0.0097,0.1671,2.6188
CSOT,0,1.6158,0.0100,0.1031,1.6158
CSOT,11,1.5865,0.0073,0.1012,1.5865
CSOT,6,1.5047,0.0063,0.0960,1.5047
CSOT,10,0.7523,0.0024,0.0480,0.7523
CSOT,9,0.7397,0.0025,0.0472,0.7397
ETRI,10,1.5047,0.0048,0.6397,1.5047
ETRI,5,1.4084,0.0038,0.5988,1.4084
ETRI,7,0.8232,0.0034,0.3500,0.8232
ETRI,12,0.7791,0.0029,0.3312,0.7791
IoT,5,8.4504,0.0230,0.4647,8.4504
IoT,10,7.5234,0.0242,0.4137,7.5234
IoT,4,6.6570,0.0184,0.3661,6.6570
IoT,12,6.2327,0.0229,0.3427,6.2327
IoT,6,6.0187,0.0253,0.3310,6.0187
IoT,8,5.1777,0.0144,0.2847,5.1777
IoT,9,5.1777,0.0178,0.2847,5.1777
IoT,1,3.5781,0.0129,0.1968,3.5781
IoT,2,2.6188,0.0097,0.1440,2.6188
IoT,11,2.3797,0.0109,0.1309,2.3797
IoT,0,1.6158,0.0100,0.0889,1.6158
IoT,7,0.8232,0.0034,0.0453,0.8232
IoT,3,0.7523,0.0022,0.0414,0.7523
IoT,13,0.7274,0.0023,0.0400,0.7274
JDI,8,3.6983,0.0103,0.4317,3.6983
