term,cur,prev,diff,ma7,z_like,total
구글,13,5,8,5.143,2.404,92
레노버,6,0,6,1.143,2.348,56
픽셀,5,2,3,1.0,2.0,12
ppi,4,0,4,0.571,1.953,5
선익시스템,7,0,7,3.0,1.464,41
퀄컴,3,0,3,0.571,1.383,39
마이크로소프트,3,1,2,0.571,1.383,11
스마트폰,6,3,3,3.429,0.902,98
수율,2,1,1,0.571,0.814,8
모니터,6,9,-3,3.857,0.723,87
디스플레이,6,14,-8,3.857,0.723,243
8k,1,0,1,0.143,0.622,3
auo,1,0,1,0.143,0.622,1
생산능력,1,0,1,0.143,0.622,2
도우인시스,1,0,1,0.286,0.465,2
롤러블,1,0,1,0.286,0.465,7
화웨이,1,0,1,0.286,0.465,13
고성능,1,0,1,0.429,0.345,9
hp,2,2,0,1.286,0.335,56
아마존,1,2,-1,0.571,0.244,30
노트북,3,1,2,2.571,0.165,99
샤오미,1,1,0,0.714,0.155,12
boe,1,3,-2,0.714,0.155,16
oled,8,19,-11,7.429,0.153,358
올레드,1,0,1,0.857,0.074,13
삼성디스플레이,1,2,-1,0.857,0.074,59
설비투자,1,4,-3,0.857,0.074,8
lg전자,11,14,-3,10.714,0.067,274
lg디스플레이,3,12,-9,2.857,0.053,145
엔비디아,2,4,-2,2.0,0.0,90
메타,1,1,0,1.143,-0.069,28
아이폰,3,8,-5,3.429,-0.15,66
애플,13,8,5,13.857,-0.182,294
공급망,1,0,1,1.714,-0.309,57
폴더블,8,12,-4,9.286,-0.318,235
양산,2,2,0,3.0,-0.366,51
xr,1,1,0,2.143,-0.464,76
tv,5,8,-3,9.143,-1.03,159
삼성전자,4,9,-5,10.571,-1.546,318
