term,cur,prev,diff,total,ma7,z_like
애플,12,17,-5,215,8.429,0.915
삼성전자,9,31,-22,488,19.0,-1.866
아이폰,8,7,1,78,3.714,1.464
폴더블,7,1,6,80,3.429,1.252
oled,7,17,-10,251,8.429,-0.366
스마트폰,6,5,1,82,2.286,1.479
hp,5,1,4,19,1.143,1.864
sk하이닉스,5,1,4,41,1.429,1.627
xr,5,2,3,97,3.714,0.439
tv,5,5,0,218,5.286,-0.087
현대모비스,4,2,2,48,1.143,1.381
구글,4,3,1,37,2.286,0.682
디스플레이,4,5,-1,205,7.143,-0.856
lg전자,4,3,1,197,7.286,-0.888
화웨이,3,0,3,12,0.714,1.239
공급망,3,0,3,34,1.0,1.0
엔비디아,3,3,0,236,4.571,-0.501
8k,2,0,2,4,0.286,1.117
ar,2,0,2,36,1.143,0.414
boe,2,1,1,39,1.857,0.06
노트북,2,2,0,99,2.143,-0.058
byd,1,0,1,13,0.143,0.622
qled,1,0,1,5,0.143,0.622
하이센스,1,0,1,4,0.143,0.622
수율,1,0,1,3,0.143,0.622
ltpo,1,0,1,1,0.143,0.622
비보북,1,0,1,1,0.143,0.622
lcd,1,1,0,17,0.286,0.465
저전력,1,0,1,9,0.429,0.345
vr,1,0,1,13,0.571,0.244
아이패드,1,2,-1,12,0.571,0.244
벤츠,1,0,1,155,1.0,0.0
마이크로소프트,1,1,0,9,1.0,0.0
갤럭시,1,0,1,74,1.143,-0.069
lg디스플레이,1,2,-1,116,2.429,-0.558
삼성디스플레이,1,12,-11,116,5.857,-1.42
