term,cur,prev,diff,total,ma7,z_like
qled,30,0,30,34,4.286,8.375
tcl,32,1,31,87,5.143,8.219
비보북,1,0,1,1,0.143,0.622
퀀텀닷,1,0,1,1,0.143,0.622
생산능력,1,0,1,5,0.143,0.622
수율,1,0,1,6,0.143,0.622
아마존,1,0,1,17,0.143,0.622
구글,3,1,2,62,1.857,0.484
올레드,1,0,1,5,0.286,0.465
양산,1,0,1,37,0.286,0.465
sharp,1,0,1,10,0.429,0.345
asus,1,1,0,11,0.571,0.244
메타,1,1,0,20,0.571,0.244
lcd,1,0,1,64,0.714,0.155
하이센스,1,0,1,8,0.857,0.074
모니터,5,3,2,111,5.0,0.0
한미반도체,1,0,1,31,1.0,0.0
amd,1,1,0,20,1.143,-0.069
삼성디스플레이,2,0,2,63,2.714,-0.27
퀄컴,1,1,0,36,3.286,-0.813
샤오미,1,1,0,40,5.143,-1.268
