term,cur,prev,diff,total,ma7,z_like
tcl,32,1,31,87,5.143,8.219
qled,30,0,30,34,4.286,8.375
tv,21,11,10,302,8.0,3.396
애플,13,25,-12,222,11.571,0.325
엔비디아,8,4,4,117,3.0,1.83
맥북,8,21,-13,64,5.857,0.627
삼성전자,8,11,-3,396,15.571,-1.531
lg전자,7,7,0,211,6.286,0.204
모니터,5,3,2,111,5.0,0.0
모바일,4,5,-1,47,2.857,0.425
xr,4,5,-1,90,3.571,0.148
스마트폰,4,7,-3,94,5.571,-0.468
디스플레이,4,13,-9,237,8.286,-1.105
구글,3,1,2,62,1.857,0.484
노트북,3,8,-5,111,4.143,-0.377
고성능,2,3,-1,17,1.0,0.5
삼성디스플레이,2,0,2,63,2.714,-0.27
갤럭시,2,4,-2,227,9.429,-1.825
oled,2,18,-16,337,13.571,-2.47
아마존,1,0,1,17,0.143,0.622
수율,1,0,1,6,0.143,0.622
생산능력,1,0,1,5,0.143,0.622
비보북,1,0,1,1,0.143,0.622
퀀텀닷,1,0,1,1,0.143,0.622
양산,1,0,1,37,0.286,0.465
올레드,1,0,1,5,0.286,0.465
sharp,1,0,1,10,0.429,0.345
메타,1,1,0,20,0.571,0.244
vr,1,2,-1,18,0.571,0.244
asus,1,1,0,11,0.571,0.244
lcd,1,0,1,64,0.714,0.155
ar,1,3,-2,36,0.714,0.155
공급망,1,2,-1,19,0.714,0.155
하이센스,1,0,1,8,0.857,0.074
한미반도체,1,0,1,31,1.0,0.0
amd,1,1,0,20,1.143,-0.069
폴더블,1,2,-1,52,1.714,-0.309
hp,1,15,-14,61,2.857,-0.69
퀄컴,1,1,0,36,3.286,-0.813
레노버,1,8,-7,49,4.286,-1.07
샤오미,1,1,0,40,5.143,-1.268
