term,cur,prev,diff,ma7,z_like,total
oled,11,1,10,8.143,0.741,355
비보,1,0,1,0.143,0.622,5
생산량,1,0,1,0.143,0.622,2
qualcomm,1,1,0,0.286,0.465,2
엔비디아,6,4,2,4.714,0.405,91
kaist,1,0,1,0.429,0.345,26
메타,1,0,1,0.571,0.244,30
노트북,3,2,1,2.429,0.223,100
삼성디스플레이,1,0,1,0.714,0.155,57
삼성전자,17,7,10,16.286,0.142,345
애플,11,9,2,10.429,0.135,285
모니터,6,0,6,5.571,0.128,99
tsmc,1,1,0,0.857,0.074,19
공급망,1,1,0,1.0,0.0,53
xr,2,0,2,2.143,-0.058,74
퀄컴,1,1,0,1.286,-0.134,38
픽셀,1,2,-1,1.429,-0.195,15
딥엑스,2,0,2,2.571,-0.219,22
아이폰,3,1,2,3.714,-0.244,76
sk하이닉스,1,2,-1,1.571,-0.254,92
디스플레이,5,1,4,6.429,-0.404,232
스마트폰,2,1,1,3.286,-0.457,92
갤럭시,1,3,-2,2.143,-0.464,277
양산,2,0,2,3.429,-0.501,64
tv,3,2,1,5.714,-0.801,158
lg전자,6,13,-7,9.571,-0.872,275
구글,1,2,-1,3.714,-0.927,89
폴더블,4,2,2,9.0,-1.25,216
