term,cur,prev,diff,ma7,z_like,total,date
삼성전자,76,11,65,22.571,9.29,473,2026-01-30
lg전자,14,2,12,7.286,1.815,326,2026-01-30
lg디스플레이,12,30,-18,7.0,1.371,120,2026-01-30
엔비디아,4,0,4,1.429,1.171,86,2026-01-30
양산,8,19,-11,4.429,1.15,62,2026-01-30
애플,9,5,4,5.286,1.126,170,2026-01-30
공급망,2,0,2,0.571,0.814,19,2026-01-30
bmw,1,0,1,0.143,0.622,11,2026-01-30
meta,1,0,1,0.143,0.622,1,2026-01-30
uhd,1,0,1,0.143,0.622,1,2026-01-30
한미반도체,1,0,1,0.143,0.622,4,2026-01-30
xr,2,1,1,0.857,0.593,47,2026-01-30
아이폰,3,1,2,1.857,0.484,59,2026-01-30
마이크로소프트,1,0,1,0.286,0.465,3,2026-01-30
구글,3,2,1,2.0,0.414,62,2026-01-30
lcd,1,1,0,0.429,0.345,30,2026-01-30
스마트폰,5,4,1,4.0,0.333,104,2026-01-30
amd,1,0,1,0.571,0.244,31,2026-01-30
hp,1,0,1,0.571,0.244,71,2026-01-30
모바일,1,0,1,0.571,0.244,42,2026-01-30
아마존,1,1,0,0.571,0.244,11,2026-01-30
sk하이닉스,2,3,-1,1.714,0.124,55,2026-01-30
tv,16,9,7,16.0,0.0,460,2026-01-30
tsmc,1,1,0,1.0,0.0,28,2026-01-30
kaist,1,6,-5,1.0,0.0,32,2026-01-30
vr,1,3,-2,1.143,-0.069,19,2026-01-30
삼성디스플레이,2,2,0,2.286,-0.114,162,2026-01-30
세미파이브,1,0,1,1.286,-0.134,10,2026-01-30
기아,1,4,-3,1.429,-0.195,67,2026-01-30
모니터,2,4,-2,2.714,-0.27,128,2026-01-30
디스플레이,6,16,-10,7.0,-0.274,265,2026-01-30
인텔,5,32,-27,6.429,-0.404,93,2026-01-30
벤츠,1,12,-11,2.0,-0.414,27,2026-01-30
oled,9,29,-20,11.143,-0.494,498,2026-01-30
노트북,3,3,0,4.714,-0.541,155,2026-01-30
갤럭시,1,7,-6,2.857,-0.69,93,2026-01-30
lg전자,36,14,22,11.429,5.609,356,2026-01-31
벤츠,20,1,19,4.857,4.726,47,2026-01-31
meta,2,1,1,0.429,0.95,3,2026-01-31
ppi,1,0,1,0.143,0.622,1,2026-01-31
고해상도,1,0,1,0.143,0.622,2,2026-01-31
태블릿,1,0,1,0.143,0.622,14,2026-01-31
폴더블,2,0,2,0.857,0.593,57,2026-01-31
hp,1,1,0,0.429,0.345,72,2026-01-31
vr,2,1,1,1.286,0.335,21,2026-01-31
모바일,1,1,0,0.714,0.155,42,2026-01-31
소니,2,0,2,1.714,0.124,85,2026-01-31
asus,1,0,1,1.0,0.0,18,2026-01-31
현대모비스,1,0,1,1.0,0.0,33,2026-01-31
애플,5,9,-4,5.143,-0.044,173,2026-01-31
