cluster_id,keywords
0,"문화, 환경, 상품, 생산, 제조, 물량, 품질, 소재, 공장, 기술력, 유리, 생태계"
1,"애플, 반도체, 노트북, 인프라, 하드웨어"
2,"스마트폰, 갤럭시, 모니터, 카메라, 화면, 플랫폼"
3,"투자, 할인, 수입, 비용, 매출, 자금, 가격"
4,중국
5,"미국, 구글, 폴더블, 폴드8, 양산, 계획, 문제, 시작, 비중, 대상, 전환, 정보, 대형, 신제품, 영국, 소프트웨어, 게임, 적용, 레노버, 공간, 흑자, 디자, 구조, 주식, 선물, 선택, 많이, 시간, 최신, 영향, 아직, 대규모, 들어, 그룹, 핵심, 프리미엄, 보호, 가능성, 회사, 에어컨"
6,"증가, 추가, 개발, 성장"
7,배터리
