term,cur,prev,diff,total,ma7,z_like
boe,10,1,9,27,1.714,3.588
ar,9,1,8,56,3.286,2.032
폴더블,9,3,6,127,3.714,1.806
스마트폰,8,3,5,99,3.286,1.676
인텔,3,0,3,44,1.0,1.0
샤오미,2,1,1,16,0.714,0.697
모바일,3,2,1,62,1.571,0.634
백플레인,1,0,1,1,0.143,0.622
apple,1,0,1,6,0.143,0.622
sharp,1,0,1,11,0.286,0.465
kaist,1,0,1,15,0.286,0.465
sk하이닉스,3,1,2,72,2.0,0.414
화웨이,1,0,1,13,0.429,0.345
공급망,1,1,0,35,0.429,0.345
hp,1,0,1,14,0.571,0.244
lcd,1,0,1,36,0.714,0.155
xr,3,1,2,109,3.143,-0.052
엔비디아,2,0,2,168,2.143,-0.058
갤럭시,4,2,2,104,5.143,-0.35
lg디스플레이,3,0,3,137,4.143,-0.377
구글,2,1,1,77,3.857,-0.627
모니터,5,3,2,194,8.571,-0.909
