term,cur,prev,diff,total,ma7,z_like
요가,1,0,1,1,0.143,0.622
노트북,5,3,2,109,3.429,0.551
올레드,1,0,1,11,0.286,0.465
소니,1,1,0,10,0.571,0.244
lg전자,12,2,10,269,11.143,0.198
tv,5,1,4,127,4.571,0.137
마이크로소프트,1,0,1,6,0.857,0.074
sharp,1,0,1,25,0.857,0.074
퀄컴,1,0,1,28,0.857,0.074
lcd,1,1,0,18,1.286,-0.134
메타,1,0,1,29,1.286,-0.134
양산,1,1,0,27,1.429,-0.195
xr,1,0,1,91,1.429,-0.195
모니터,1,0,1,77,2.143,-0.464
ar,1,0,1,43,2.286,-0.512
sk하이닉스,2,1,1,124,3.571,-0.544
레노버,1,0,1,45,2.429,-0.558
스마트폰,2,2,0,111,3.714,-0.586
oled,5,2,3,363,9.714,-1.145
갤럭시,3,1,2,274,7.857,-1.277
lg디스플레이,1,1,0,147,6.286,-1.507
