term,cur,prev,diff,ma7,z_like,total
lg디스플레이,18,1,17,5.714,3.624,134
모바일,10,2,8,2.286,3.071,60
디스플레이,18,14,4,7.0,3.017,314
삼성디스플레이,14,1,13,5.286,2.641,86
tcl,7,0,7,1.857,2.177,97
vr,9,7,2,3.571,1.879,37
oled,20,14,6,12.571,1.634,381
tv,12,5,7,7.0,1.371,348
삼성전자,30,45,-15,22.714,1.264,525
boe,3,1,2,0.714,1.239,37
노트북,7,6,1,3.714,1.122,132
etri,2,0,2,0.286,1.117,6
bmw,2,1,1,0.714,0.697,8
메타,2,2,0,0.714,0.697,22
amd,3,5,-2,1.571,0.634,32
선익시스템,1,0,1,0.143,0.622,36
설비투자,1,0,1,0.143,0.622,14
수율,1,0,1,0.143,0.622,7
생산능력,2,0,2,0.857,0.593,17
uhd,1,0,1,0.286,0.465,2
기아,1,1,0,0.286,0.465,11
벤큐,1,1,0,0.429,0.345,12
고성능,1,2,-1,0.429,0.345,18
양산,1,1,0,0.571,0.244,23
오포,1,1,0,0.571,0.244,13
태블릿,1,2,-1,0.857,0.074,20
lcd,2,6,-4,1.857,0.06,30
레노버,1,1,0,1.0,0.0,72
폴더블,5,8,-3,5.143,-0.044,77
모니터,4,4,0,4.286,-0.093,134
lg전자,3,4,-1,3.571,-0.198,216
스마트폰,1,1,0,1.571,-0.254,112
공급망,1,1,0,2.286,-0.512,36
xr,4,6,-2,5.857,-0.543,118
인텔,1,15,-14,2.571,-0.604,31
갤럭시,1,1,0,2.857,-0.69,247
아이폰,1,2,-1,4.0,-1.0,79
애플,4,12,-8,8.286,-1.105,246
엔비디아,5,28,-23,16.429,-2.262,212
